incident_id,site_id,incident_date,incident_type,severity_1to5,property_loss_usd
6287,1014,2023-07-20,Real Event,4,29516.43
6288,1014,2023-09-08,False Alarm,4,0.0
6289,1014,2023-09-10,Real Event,4,17465.07
6290,1014,2023-10-05,Real Event,4,20787.39
6291,1014,2023-11-01,Real Event,3,19620.72
6292,1014,2024-05-22,False Alarm,3,0.0
6293,1014,2024-07-06,Real Event,4,26661.67
6294,1014,2025-02-26,False Alarm,3,0.0
6295,1014,2025-02-25,Real Event,3,27344.12
6296,1015,2022-09-08,Real Event,4,20473.6
6297,1015,2022-10-22,Real Event,2,5962.48
6298,1015,2022-10-09,False Alarm,4,0.0
6299,1015,2023-11-09,False Alarm,4,0.0
6300,1015,2024-05-02,False Alarm,5,0.0
6301,1015,2025-08-24,False Alarm,4,0.0
6302,1015,2025-08-14,Real Event,3,14151.15
6303,1016,2023-07-02,Real Event,5,18628.93
6304,1016,2023-07-02,False Alarm,4,0.0
6305,1016,2024-12-14,Real Event,4,18762.71
6306,1017,2023-12-08,False Alarm,3,0.0
6307,1017,2025-01-06,Real Event,5,14325.25
6308,1017,2025-01-21,Real Event,5,9835.86
6309,1017,2025-05-27,False Alarm,4,0.0
6310,1017,2025-05-26,Real Event,4,9066.19
6311,1017,2025-09-03,Real Event,3,12482.08
6312,1018,2024-04-01,False Alarm,4,0.0
6313,1018,2024-05-13,Real Event,5,35581.08
6314,1018,2024-10-14,False Alarm,3,0.0
6315,1018,2025-08-23,False Alarm,5,0.0
6316,1018,2025-08-26,False Alarm,5,0.0
6317,1019,2024-04-23,Real Event,3,30235.19
6318,1019,2025-05-23,Real Event,2,14655.85
6319,1019,2025-09-05,False Alarm,4,0.0
6320,1020,2022-11-17,False Alarm,3,0.0
6321,1020,2022-11-04,False Alarm,4,0.0
6322,1020,2024-06-25,False Alarm,5,0.0
6323,1020,2024-09-01,Real Event,4,43039.37
6324,1020,2025-04-22,Real Event,4,43595.18
6325,1020,2025-07-12,False Alarm,5,0.0
6326,1021,2022-11-10,Real Event,4,24131.36
6327,1021,2023-01-18,False Alarm,5,0.0
6328,1021,2023-03-09,False Alarm,4,0.0
6329,1021,2023-08-10,Real Event,3,16894.11
6330,1021,2023-08-14,False Alarm,4,0.0
6331,1021,2024-06-04,Real Event,4,11967.27
6332,1021,2024-12-04,Real Event,5,31616.26
6333,1021,2024-12-02,False Alarm,4,0.0
6334,1021,2025-08-02,False Alarm,3,0.0
6335,1022,2023-05-01,False Alarm,3,0.0
6336,1022,2023-11-01,False Alarm,3,0.0
6337,1022,2024-02-03,False Alarm,5,0.0
6338,1022,2024-12-27,Real Event,2,13117.01
6339,1022,2025-08-19,Real Event,3,16583.32
6340,1023,2022-09-22,False Alarm,3,0.0
6341,1023,2023-04-24,Real Event,4,20580.5
6342,1023,2024-05-13,Real Event,4,35897.27
6343,1023,2024-05-04,False Alarm,5,0.0
6344,1023,2024-06-13,Real Event,5,31780.67
6345,1023,2024-06-23,False Alarm,4,0.0
6346,1023,2025-01-20,Real Event,5,650.77
6347,1023,2025-05-06,Real Event,3,27460.06
6348,1023,2025-09-25,False Alarm,4,0.0
6349,1024,2022-12-06,False Alarm,4,0.0
6350,1024,2022-12-13,Real Event,3,15037.98
6351,1024,2023-06-12,False Alarm,3,0.0
6352,1024,2023-07-20,False Alarm,5,0.0
6353,1024,2023-12-19,Real Event,5,23455.43
6354,1024,2023-12-01,Real Event,4,48576.83
6355,1024,2024-03-21,Real Event,5,38019.58
6356,1024,2024-05-10,Real Event,4,36555.65
6357,1025,2023-10-08,Real Event,4,41448.84
6358,1026,2024-12-16,False Alarm,5,0.0
6359,1026,2025-02-02,False Alarm,5,0.0
6360,1026,2025-04-05,False Alarm,5,0.0
6361,1026,2025-08-19,Real Event,3,38253.18
6362,1027,2023-05-17,False Alarm,5,0.0
6363,1027,2023-05-18,Real Event,5,37831.17
6364,1027,2023-10-21,Real Event,5,25326.05
6365,1027,2023-10-10,Real Event,4,8651.49
6366,1027,2024-05-22,Real Event,5,28197.41
6367,1027,2024-06-03,Real Event,4,5480.05
6368,1027,2024-06-10,False Alarm,4,0.0
6369,1027,2024-07-25,Real Event,5,37892.25
6370,1027,2024-07-25,False Alarm,5,0.0
6371,1027,2024-08-19,Real Event,4,13818.39
6372,1027,2024-08-11,Real Event,4,11218.22
6373,1027,2025-03-27,False Alarm,5,0.0
6374,1027,2025-04-10,Real Event,5,19020.9
6375,1027,2025-05-16,False Alarm,3,0.0
6376,1027,2025-06-14,False Alarm,4,0.0
6377,1027,2025-08-09,False Alarm,5,0.0
6378,1028,2022-09-10,False Alarm,5,0.0
6379,1028,2022-11-09,False Alarm,4,0.0
6380,1028,2024-01-11,False Alarm,3,0.0
6381,1028,2024-01-04,Real Event,3,30605.35
6382,1028,2025-04-27,False Alarm,5,0.0
6383,1028,2025-06-07,Real Event,3,46171.65
6384,1028,2025-06-18,Real Event,4,62423.6
6385,1028,2025-07-12,Real Event,4,7888.67
6386,1030,2022-11-11,False Alarm,4,0.0
6387,1030,2024-05-25,False Alarm,3,0.0
6388,1030,2025-09-24,False Alarm,4,0.0
6389,1031,2023-02-18,False Alarm,5,0.0
6390,1031,2024-06-04,Real Event,5,39326.37
6391,1031,2024-06-23,Real Event,4,36195.25
6392,1031,2025-08-02,Real Event,2,20006.53
6393,1031,2025-09-25,False Alarm,5,0.0
6394,1031,2025-09-26,False Alarm,3,0.0
6395,1032,2024-01-04,False Alarm,3,0.0
6396,1032,2024-02-13,Real Event,3,7061.0
6397,1032,2024-03-08,Real Event,5,14710.82
6398,1032,2024-05-21,False Alarm,4,0.0
6399,1032,2025-02-11,False Alarm,4,0.0
6400,1032,2025-03-10,Real Event,4,10479.48
6401,1032,2025-03-13,Real Event,5,12457.51
6402,1032,2025-04-13,Real Event,4,15096.99
6403,1032,2025-05-07,Real Event,4,24572.79
6404,1033,2023-03-15,Real Event,3,19377.57
6405,1033,2023-11-03,False Alarm,2,0.0
6406,1033,2024-06-10,False Alarm,3,0.0
6407,1033,2024-12-14,False Alarm,2,0.0
6408,1034,2022-09-13,False Alarm,4,0.0
6409,1034,2023-07-26,False Alarm,5,0.0
6410,1034,2023-10-09,Real Event,5,9013.56
6411,1034,2023-12-24,False Alarm,3,0.0
6412,1034,2024-02-12,False Alarm,3,0.0
6413,1035,2023-09-09,False Alarm,4,0.0
6414,1035,2023-10-07,Real Event,5,23220.29
6415,1035,2024-07-20,False Alarm,5,0.0
6416,1035,2024-07-20,Real Event,4,20508.43
6417,1035,2025-02-15,Real Event,4,22235.27
6418,1036,2023-02-14,Real Event,4,63151.88
6419,1036,2023-03-14,Real Event,5,64448.07
6420,1036,2023-04-01,False Alarm,4,0.0
6421,1036,2023-08-14,False Alarm,3,0.0
6422,1036,2024-02-05,Real Event,5,35831.72
6423,1036,2024-03-12,Real Event,5,74370.45
6424,1036,2025-02-07,False Alarm,5,0.0
6425,1036,2025-02-18,False Alarm,4,0.0
6426,1037,2022-10-09,False Alarm,3,0.0
6427,1037,2023-04-10,False Alarm,3,0.0
6428,1037,2023-09-12,Real Event,3,8648.79
6429,1037,2023-09-05,False Alarm,3,0.0
6430,1037,2025-02-24,Real Event,3,250.0
6431,1037,2025-08-21,Real Event,4,31204.41
6432,1037,2025-09-09,False Alarm,3,0.0
6433,1038,2023-04-06,False Alarm,4,0.0
6434,1038,2024-04-16,False Alarm,4,0.0
6435,1038,2024-06-27,Real Event,4,45285.09
6436,1038,2025-02-26,False Alarm,4,0.0
6437,1038,2025-03-21,False Alarm,4,0.0
6438,1038,2025-03-12,Real Event,4,56866.53
6439,1039,2023-03-26,False Alarm,4,0.0
6440,1039,2023-03-11,Real Event,3,9967.4
6441,1039,2023-06-06,False Alarm,2,0.0
6442,1039,2025-04-25,False Alarm,3,0.0
6443,1040,2022-10-15,Real Event,2,6130.99
6444,1040,2022-12-27,Real Event,4,19132.55
6445,1040,2023-07-07,False Alarm,2,0.0
6446,1040,2023-07-16,False Alarm,3,0.0
6447,1040,2024-06-11,False Alarm,1,0.0
6448,1040,2024-09-11,Real Event,5,23208.6
6449,1041,2024-01-23,False Alarm,3,0.0
6450,1041,2024-01-25,False Alarm,2,0.0
6451,1041,2024-03-26,False Alarm,3,0.0
6452,1041,2024-05-20,Real Event,4,14427.6
6453,1041,2024-09-19,Real Event,3,8854.55
6454,1041,2024-10-20,Real Event,3,13962.3
6455,1041,2024-10-03,False Alarm,4,0.0
6456,1042,2023-02-13,False Alarm,4,0.0
6457,1042,2023-02-02,False Alarm,4,0.0
6458,1043,2023-04-12,Real Event,4,15037.38
6459,1043,2023-09-04,Real Event,3,18807.33
6460,1043,2024-05-15,Real Event,4,29263.72
6461,1043,2025-02-02,False Alarm,5,0.0
6462,1043,2025-03-22,False Alarm,5,0.0
6463,1043,2025-04-23,False Alarm,4,0.0
6464,1043,2025-06-14,Real Event,4,20230.36
6465,1043,2025-07-02,Real Event,4,21398.2
6466,1044,2022-11-16,False Alarm,5,0.0
6467,1044,2023-06-25,False Alarm,5,0.0
6468,1044,2023-12-23,Real Event,4,38641.96
6469,1044,2024-12-03,False Alarm,5,0.0
6470,1044,2025-02-06,Real Event,5,46343.6
6471,1044,2025-02-14,Real Event,5,56178.6
6472,1044,2025-09-24,Real Event,5,48362.3
6473,1044,2025-09-02,Real Event,4,58096.31
6474,1045,2023-04-03,False Alarm,4,0.0
6475,1045,2023-04-19,False Alarm,5,0.0
6476,1045,2024-06-21,False Alarm,5,0.0
6477,1045,2024-06-03,Real Event,2,3549.47
6478,1045,2024-07-14,False Alarm,3,0.0
6479,1045,2025-06-18,False Alarm,4,0.0
6480,1046,2022-11-05,False Alarm,4,0.0
6481,1046,2023-02-09,False Alarm,4,0.0
6482,1046,2023-02-07,Real Event,3,14361.8
6483,1046,2023-09-01,Real Event,4,15763.42
6484,1046,2023-10-14,Real Event,3,5542.11
6485,1046,2024-04-01,False Alarm,5,0.0
6486,1046,2025-03-10,Real Event,5,15347.14
6487,1047,2023-10-03,Real Event,5,43393.76
6488,1047,2023-10-25,False Alarm,2,0.0
6489,1047,2024-09-18,Real Event,4,26678.48
6490,1047,2025-08-01,Real Event,5,27719.77
6491,1048,2022-10-10,False Alarm,2,0.0
6492,1048,2022-10-15,False Alarm,4,0.0
6493,1048,2022-12-19,False Alarm,4,0.0
6494,1048,2023-03-17,False Alarm,4,0.0
6495,1048,2024-08-01,Real Event,3,49012.49
6496,1048,2025-01-07,Real Event,4,62697.62
6497,1048,2025-03-13,False Alarm,3,0.0
6498,1048,2025-03-11,False Alarm,4,0.0
6499,1049,2024-05-11,False Alarm,3,0.0
6500,1049,2025-05-23,Real Event,5,58183.24
6501,1050,2022-10-19,Real Event,3,21541.07
6502,1050,2023-02-27,False Alarm,2,0.0
6503,1050,2024-12-24,False Alarm,2,0.0
6504,1050,2025-01-04,Real Event,3,21739.13
6505,1050,2025-09-13,False Alarm,4,0.0
6506,1051,2022-10-02,Real Event,2,6131.26
6507,1051,2023-04-21,Real Event,4,15802.61
6508,1051,2023-09-03,False Alarm,4,0.0
6509,1051,2024-03-10,Real Event,3,12830.33
6510,1052,2023-02-06,Real Event,5,51234.51
6511,1052,2023-05-12,Real Event,3,55056.67
6512,1052,2024-01-23,False Alarm,4,0.0
6513,1052,2024-01-11,False Alarm,3,0.0
6514,1052,2024-03-21,Real Event,4,35323.64
6515,1053,2022-10-07,Real Event,3,44637.17
6516,1053,2023-07-05,False Alarm,5,0.0
6517,1053,2024-06-19,False Alarm,3,0.0
6518,1053,2024-08-17,False Alarm,4,0.0
6519,1053,2024-12-12,Real Event,4,38038.9
6520,1054,2022-12-18,Real Event,3,11215.74
6521,1054,2023-04-26,False Alarm,2,0.0
6522,1054,2023-09-16,False Alarm,4,0.0
6523,1054,2023-09-04,False Alarm,5,0.0
6524,1054,2025-03-18,False Alarm,4,0.0
6525,1054,2025-04-10,Real Event,3,20596.98
6526,1054,2025-04-19,False Alarm,4,0.0
6527,1054,2025-09-14,Real Event,5,35626.54
6528,1054,2025-09-01,False Alarm,4,0.0
6529,1055,2023-07-19,Real Event,3,48479.18
6530,1055,2023-07-12,Real Event,5,60306.44
6531,1055,2024-03-07,False Alarm,2,0.0
6532,1055,2025-02-05,Real Event,3,39386.61
6533,1055,2025-08-22,Real Event,5,12935.69
6534,1056,2023-02-21,Real Event,3,18393.81
6535,1056,2023-06-06,False Alarm,4,0.0
6536,1056,2023-09-12,Real Event,5,20713.15
6537,1056,2023-12-14,False Alarm,3,0.0
6538,1056,2024-01-16,False Alarm,4,0.0
6539,1056,2024-01-20,Real Event,4,28899.44
6540,1056,2024-04-17,False Alarm,4,0.0
6541,1056,2024-12-07,False Alarm,4,0.0
6542,1056,2025-04-27,False Alarm,4,0.0
6543,1056,2025-04-07,Real Event,3,27428.48
6544,1056,2025-06-15,False Alarm,4,0.0
6545,1057,2023-01-14,Real Event,4,25796.88
6546,1057,2023-10-05,False Alarm,4,0.0
6547,1057,2023-10-12,False Alarm,3,0.0
6548,1057,2024-04-02,False Alarm,5,0.0
6549,1057,2024-11-17,False Alarm,3,0.0
6550,1057,2025-05-22,Real Event,3,23577.25
6551,1058,2023-08-07,False Alarm,5,0.0
6552,1058,2023-11-20,False Alarm,4,0.0
6553,1058,2024-02-25,False Alarm,4,0.0
6554,1058,2024-04-22,Real Event,4,24708.11
6555,1058,2025-02-15,Real Event,5,43348.51
6556,1059,2023-04-11,False Alarm,5,0.0
6557,1059,2024-02-23,Real Event,5,23238.74
6558,1059,2024-07-16,False Alarm,4,0.0
6559,1059,2024-10-17,False Alarm,3,0.0
6560,1059,2024-10-16,False Alarm,3,0.0
6561,1059,2025-05-01,False Alarm,4,0.0
6562,1059,2025-05-20,False Alarm,4,0.0
6563,1059,2025-07-15,Real Event,4,17793.02
6564,1060,2023-03-27,Real Event,2,34177.74
6565,1060,2023-05-17,False Alarm,2,0.0
6566,1060,2023-05-22,False Alarm,2,0.0
6567,1060,2023-06-06,False Alarm,5,0.0
6568,1060,2023-10-10,Real Event,4,51973.06
6569,1060,2023-10-21,Real Event,4,46402.74
6570,1060,2024-12-19,Real Event,5,60652.26
6571,1060,2025-01-25,Real Event,5,30767.34
6572,1060,2025-01-26,Real Event,3,52158.6
6573,1061,2022-09-07,False Alarm,4,0.0
6574,1061,2023-05-27,False Alarm,5,0.0
6575,1061,2023-07-08,Real Event,5,45896.4
6576,1061,2023-08-07,Real Event,5,30361.9
6577,1061,2023-12-20,False Alarm,5,0.0
6578,1061,2024-03-12,False Alarm,4,0.0
6579,1061,2024-03-16,False Alarm,4,0.0
6580,1061,2024-06-07,Real Event,4,45076.75
6581,1061,2025-05-16,False Alarm,4,0.0
6582,1061,2025-05-02,False Alarm,5,0.0
6583,1061,2025-06-19,Real Event,5,28368.82
6584,1061,2025-06-09,False Alarm,3,0.0
6585,1062,2022-09-19,False Alarm,4,0.0
6586,1062,2023-04-01,Real Event,4,4866.72
6587,1062,2023-04-22,Real Event,4,19700.2
6588,1062,2023-07-07,False Alarm,5,0.0
6589,1062,2024-06-14,Real Event,5,30063.27
6590,1062,2025-07-11,Real Event,4,21092.86
6591,1062,2025-07-02,False Alarm,4,0.0
6592,1063,2022-09-06,False Alarm,4,0.0
6593,1063,2024-09-23,False Alarm,5,0.0
6594,1063,2025-03-03,Real Event,4,54590.36
6595,1063,2025-06-19,Real Event,4,36751.26
6596,1064,2023-01-03,False Alarm,4,0.0
6597,1064,2023-01-04,Real Event,3,14158.29
6598,1064,2023-03-26,Real Event,5,16400.95
6599,1064,2024-12-16,False Alarm,3,0.0
6600,1064,2024-12-11,Real Event,4,32385.66
6601,1065,2023-05-25,False Alarm,2,0.0
6602,1065,2023-12-05,False Alarm,3,0.0
6603,1065,2024-02-08,Real Event,2,39099.11
6604,1065,2025-07-22,False Alarm,5,0.0
6605,1066,2022-10-07,False Alarm,5,0.0
6606,1066,2022-12-25,False Alarm,4,0.0
6607,1066,2023-06-02,Real Event,4,35774.31
6608,1066,2023-06-10,Real Event,4,47513.66
6609,1066,2023-12-11,False Alarm,5,0.0
6610,1066,2024-05-07,False Alarm,5,0.0
6611,1066,2024-07-09,Real Event,4,32476.11
6612,1066,2024-10-21,False Alarm,5,0.0
6613,1066,2025-09-24,False Alarm,5,0.0
6614,1067,2025-03-25,Real Event,3,46331.84
6615,1067,2025-06-22,Real Event,3,18311.57
6616,1068,2024-11-16,Real Event,3,30280.1
6617,1068,2024-11-23,False Alarm,4,0.0
6618,1068,2025-04-20,Real Event,3,30795.09
6619,1069,2023-01-16,Real Event,3,25732.7
6620,1069,2023-08-20,False Alarm,2,0.0
6621,1069,2024-10-26,Real Event,4,27330.17
6622,1069,2024-10-25,False Alarm,3,0.0
6623,1069,2025-03-22,False Alarm,5,0.0
6624,1069,2025-04-06,False Alarm,2,0.0
6625,1070,2024-08-04,Real Event,2,9075.82
6626,1071,2022-10-21,Real Event,4,24040.02
6627,1071,2022-11-21,False Alarm,5,0.0
6628,1071,2023-10-14,Real Event,3,31034.56
6629,1071,2024-12-03,Real Event,3,32990.56
6630,1072,2023-04-11,Real Event,4,12019.68
6631,1072,2023-04-15,False Alarm,5,0.0
6632,1072,2024-11-24,Real Event,4,28104.92
6633,1072,2025-03-19,Real Event,5,33227.26
6634,1073,2022-10-24,False Alarm,3,0.0
6635,1073,2023-01-20,Real Event,5,38644.43
6636,1073,2023-01-19,Real Event,5,27945.28
6637,1073,2023-02-24,Real Event,3,34682.69
6638,1073,2023-05-01,False Alarm,4,0.0
6639,1073,2023-10-25,Real Event,5,31762.15
6640,1073,2023-12-09,False Alarm,3,0.0
6641,1073,2024-02-15,Real Event,5,23344.65
6642,1073,2024-02-15,Real Event,5,27068.58
6643,1073,2024-05-22,Real Event,3,25035.19
6644,1073,2025-01-12,Real Event,4,38657.22
6645,1074,2022-12-15,False Alarm,4,0.0
6646,1074,2022-12-02,False Alarm,5,0.0
6647,1074,2023-01-07,False Alarm,4,0.0
6648,1074,2024-08-16,Real Event,4,94926.56
6649,1074,2025-04-25,False Alarm,3,0.0
6650,1074,2025-05-22,False Alarm,3,0.0
6651,1074,2025-09-19,Real Event,3,34424.04
6652,1074,2025-09-07,Real Event,5,39639.66
6653,1075,2024-05-08,Real Event,4,22610.31
6654,1075,2024-09-17,False Alarm,4,0.0
6655,1075,2024-09-12,Real Event,5,20753.12
6656,1075,2025-06-12,Real Event,4,37954.3
6657,1076,2023-04-08,False Alarm,4,0.0
6658,1076,2023-05-14,Real Event,2,19977.2
6659,1076,2024-01-06,Real Event,3,37264.41
6660,1076,2024-02-03,False Alarm,5,0.0
6661,1077,2023-03-18,False Alarm,4,0.0
6662,1077,2023-05-06,Real Event,5,35199.12
6663,1077,2023-10-05,False Alarm,4,0.0
6664,1077,2024-06-14,Real Event,4,10104.8
6665,1077,2024-08-22,False Alarm,4,0.0
6666,1077,2025-02-20,Real Event,5,9729.61
6667,1077,2025-06-27,Real Event,3,10356.33
6668,1078,2024-07-15,Real Event,5,8878.41
6669,1079,2023-02-04,Real Event,2,40520.29
6670,1079,2023-10-14,False Alarm,5,0.0
6671,1079,2023-10-08,False Alarm,4,0.0
6672,1079,2024-11-27,Real Event,5,54697.28
6673,1079,2024-11-07,False Alarm,4,0.0
6674,1079,2025-02-26,False Alarm,3,0.0
6675,1079,2025-02-15,Real Event,3,35769.65
6676,1079,2025-04-06,False Alarm,4,0.0
6677,1080,2023-01-15,False Alarm,3,0.0
6678,1080,2023-12-12,False Alarm,4,0.0
6679,1080,2023-12-03,Real Event,4,39063.89
6680,1080,2024-02-15,Real Event,3,22290.89
6681,1080,2024-12-13,False Alarm,3,0.0
6682,1080,2025-02-01,False Alarm,3,0.0
6683,1080,2025-06-07,Real Event,3,29032.69
6684,1081,2022-09-01,False Alarm,3,0.0
6685,1081,2023-03-05,Real Event,3,31839.27
6686,1081,2023-03-14,False Alarm,4,0.0
6687,1081,2023-08-01,Real Event,4,49847.89
6688,1081,2023-08-12,Real Event,2,21593.79
6689,1081,2024-03-08,False Alarm,4,0.0
6690,1081,2024-08-25,Real Event,5,37944.73
6691,1081,2024-10-09,False Alarm,5,0.0
6692,1081,2024-12-05,Real Event,2,29395.87
6693,1081,2024-12-26,False Alarm,4,0.0
6694,1081,2025-09-23,Real Event,4,33042.92
6695,1082,2022-09-26,False Alarm,3,0.0
6696,1082,2022-09-04,Real Event,4,21225.05
6697,1082,2022-10-05,False Alarm,5,0.0
6698,1082,2023-12-17,False Alarm,3,0.0
6699,1082,2024-11-17,False Alarm,3,0.0
6700,1082,2025-04-16,Real Event,4,19794.42
6701,1082,2025-04-15,Real Event,4,23533.09
6702,1083,2023-02-01,False Alarm,4,0.0
6703,1083,2024-02-03,Real Event,5,16937.36
6704,1083,2025-02-10,False Alarm,5,0.0
6705,1083,2025-03-02,Real Event,3,15401.81
6706,1083,2025-09-03,False Alarm,4,0.0
6707,1084,2022-10-25,False Alarm,5,0.0
6708,1084,2023-08-10,False Alarm,5,0.0
6709,1084,2023-08-05,False Alarm,4,0.0
6710,1085,2023-02-01,Real Event,4,28584.05
6711,1085,2023-10-13,Real Event,3,7303.06
6712,1085,2023-10-27,Real Event,2,21336.33
6713,1085,2024-05-17,Real Event,3,17716.57
6714,1085,2024-06-02,False Alarm,4,0.0
6715,1085,2025-03-21,False Alarm,3,0.0
6716,1085,2025-03-16,False Alarm,5,0.0
6717,1085,2025-08-06,False Alarm,2,0.0
6718,1085,2025-08-06,Real Event,4,15266.24
6719,1086,2022-09-26,False Alarm,5,0.0
6720,1086,2023-02-19,False Alarm,5,0.0
6721,1086,2023-07-15,False Alarm,3,0.0
6722,1086,2023-07-19,Real Event,5,56177.58
6723,1086,2023-11-09,Real Event,5,69875.05
6724,1086,2024-10-18,Real Event,5,51043.61
6725,1086,2025-03-07,False Alarm,5,0.0
6726,1086,2025-03-15,False Alarm,5,0.0
6727,1087,2022-11-22,False Alarm,3,0.0
6728,1087,2023-01-06,False Alarm,2,0.0
6729,1087,2023-01-14,False Alarm,4,0.0
6730,1087,2023-12-22,False Alarm,5,0.0
6731,1087,2024-05-07,False Alarm,4,0.0
6732,1087,2024-05-01,False Alarm,3,0.0
6733,1087,2024-10-03,False Alarm,5,0.0
6734,1087,2025-03-06,Real Event,4,74594.26
6735,1088,2022-10-12,False Alarm,4,0.0
6736,1088,2022-10-04,Real Event,4,22113.69
6737,1088,2023-04-17,Real Event,4,17502.59
6738,1088,2023-04-20,False Alarm,2,0.0
6739,1088,2023-09-05,False Alarm,4,0.0
6740,1088,2024-05-09,Real Event,2,1359.65
6741,1088,2025-02-07,False Alarm,4,0.0
6742,1088,2025-08-09,False Alarm,5,0.0
6743,1089,2023-03-07,Real Event,3,25209.39
6744,1089,2025-07-22,False Alarm,5,0.0
6745,1090,2022-12-26,False Alarm,4,0.0
6746,1090,2023-08-27,False Alarm,4,0.0
6747,1090,2023-10-14,False Alarm,3,0.0
6748,1090,2023-10-03,Real Event,3,13056.21
6749,1090,2023-11-06,False Alarm,5,0.0
6750,1090,2023-12-17,Real Event,3,79099.5
6751,1090,2024-10-26,False Alarm,5,0.0
6752,1090,2024-10-07,False Alarm,5,0.0
6753,1090,2025-09-23,Real Event,4,68229.03
6754,1090,2025-09-02,False Alarm,4,0.0
6755,1091,2023-01-04,False Alarm,5,0.0
6756,1091,2024-03-08,Real Event,4,42946.47
6757,1091,2024-12-13,False Alarm,3,0.0
6758,1091,2024-12-08,False Alarm,4,0.0
6759,1091,2025-03-10,False Alarm,3,0.0
6760,1091,2025-03-14,Real Event,2,40295.41
6761,1092,2022-11-02,Real Event,5,8790.84
6762,1092,2022-11-26,False Alarm,5,0.0
6763,1092,2023-01-14,Real Event,3,10768.81
6764,1092,2024-01-18,Real Event,5,17819.26
6765,1092,2024-02-25,Real Event,3,5890.1
6766,1092,2024-02-10,False Alarm,3,0.0
6767,1092,2025-08-25,False Alarm,2,0.0
6768,1093,2022-11-02,False Alarm,3,0.0
6769,1093,2023-08-18,Real Event,2,41396.72
6770,1093,2024-03-25,False Alarm,4,0.0
6771,1093,2024-07-20,False Alarm,5,0.0
6772,1093,2024-07-09,False Alarm,1,0.0
6773,1093,2024-12-13,Real Event,2,30572.7
6774,1094,2022-09-07,Real Event,5,30795.73
6775,1094,2022-09-19,Real Event,4,36329.25
6776,1094,2023-11-27,False Alarm,4,0.0
6777,1094,2024-01-15,False Alarm,3,0.0
6778,1094,2024-01-27,False Alarm,2,0.0
6779,1094,2024-05-15,Real Event,5,26185.11
6780,1094,2024-05-12,Real Event,3,30008.04
6781,1094,2024-08-24,Real Event,5,18218.2
6782,1095,2024-01-05,Real Event,5,21242.4
6783,1095,2024-03-03,Real Event,4,18655.26
6784,1095,2024-03-01,Real Event,3,35864.2
6785,1095,2024-07-19,Real Event,4,46934.33
6786,1095,2024-10-08,False Alarm,3,0.0
6787,1095,2024-10-09,Real Event,3,23523.46
6788,1095,2025-05-11,False Alarm,5,0.0
6789,1096,2023-10-20,False Alarm,4,0.0
6790,1096,2023-11-06,Real Event,5,45816.94
6791,1097,2022-09-03,False Alarm,3,0.0
6792,1097,2022-09-26,False Alarm,3,0.0
6793,1097,2022-10-20,Real Event,3,13308.44
6794,1097,2023-06-01,False Alarm,3,0.0
6795,1097,2023-07-26,Real Event,3,8482.13
6796,1097,2023-11-11,False Alarm,3,0.0
6797,1097,2024-08-24,False Alarm,4,0.0
6798,1097,2024-08-22,Real Event,4,23475.73
6799,1097,2024-09-03,Real Event,1,2321.84
6800,1097,2025-05-18,False Alarm,4,0.0
6801,1097,2025-07-03,False Alarm,4,0.0
6802,1098,2023-04-09,Real Event,4,21045.55
6803,1098,2023-08-05,Real Event,5,13584.66
6804,1098,2023-11-22,Real Event,5,34390.34
6805,1098,2024-10-22,Real Event,2,28159.19
6806,1098,2024-12-19,Real Event,4,27190.94
6807,1098,2024-12-26,Real Event,5,25414.97
6808,1098,2025-06-18,Real Event,3,27731.4
6809,1098,2025-07-14,False Alarm,5,0.0
6810,1098,2025-08-12,Real Event,5,21415.21
6811,1098,2025-08-10,False Alarm,5,0.0
6812,1099,2022-11-02,False Alarm,4,0.0
6813,1099,2023-11-25,Real Event,4,27131.99
6814,1099,2024-08-01,Real Event,3,8969.33
6815,1099,2024-11-17,Real Event,2,20946.39
6816,1099,2024-12-11,Real Event,4,28632.18
6817,1099,2024-12-04,Real Event,3,24238.46
6818,1099,2025-04-27,False Alarm,4,0.0
6819,1099,2025-07-26,Real Event,4,23297.6
6820,1099,2025-08-24,Real Event,3,29562.37
6821,1100,2022-12-07,Real Event,4,21506.25
6822,1100,2022-12-05,Real Event,4,36947.52
6823,1100,2023-11-20,False Alarm,3,0.0
6824,1100,2024-12-21,False Alarm,4,0.0
6825,1100,2025-02-20,Real Event,4,25452.89
6826,1101,2022-10-12,Real Event,3,26302.63
6827,1101,2023-07-07,False Alarm,3,0.0
6828,1101,2023-11-14,Real Event,2,34302.7
6829,1101,2024-08-16,Real Event,3,32231.74
6830,1101,2025-05-13,False Alarm,3,0.0
6831,1102,2022-09-09,Real Event,4,33017.24
6832,1102,2022-09-07,Real Event,4,46566.07
6833,1102,2022-11-04,False Alarm,5,0.0
6834,1102,2023-05-13,Real Event,5,38279.55
6835,1102,2023-05-14,Real Event,4,41500.4
6836,1102,2023-11-26,False Alarm,4,0.0
6837,1102,2024-02-19,False Alarm,4,0.0
6838,1102,2024-02-09,Real Event,4,19384.44
6839,1102,2024-08-06,Real Event,3,4189.67
6840,1103,2023-05-18,Real Event,5,48746.49
6841,1103,2023-06-05,False Alarm,5,0.0
6842,1103,2023-09-02,False Alarm,4,0.0
6843,1103,2024-07-07,Real Event,4,47360.76
6844,1103,2024-07-01,Real Event,5,10233.51
