site_id,site_name,site_type,occupancy_class,has_sprinklers,sq_ft,city,address,ahj_jurisdiction,installed_year,system_age_years,service_level,risk_score
882,Warehouse #882,Warehouse,Ordinary,True,44952,Dayton,2704 Stephanie Way Apt. 781,Dayton Fire Dept,2023,2,Gold,0.15704733333333332
883,Office #883,Office,High,True,62106,Columbus,36116 Peter Causeway,Columbus Fire Dept,1999,26,Gold,0.5749128333333333
884,Education #884,Education,Light,True,38411,Akron,305 Laura Camp,Akron Fire Dept,2018,7,Silver,0.13547491666666667
885,Manufacturing #885,Manufacturing,Ordinary,False,37951,Louisville,275 Angela Light,Louisville Fire Dept,2002,23,Gold,0.5967965833333334
886,Manufacturing #886,Manufacturing,Moderate,True,67206,Cincinnati,8087 Diaz Keys,Cincinnati Fire Dept,2008,17,Bronze,0.41123783333333336
887,Warehouse #887,Warehouse,Light,True,80894,Dayton,668 Lauren Extension Suite 246,Dayton Fire Dept,2002,23,Gold,0.35400383333333335
888,Healthcare #888,Healthcare,Moderate,True,56761,Cincinnati,0974 Brian Glen Suite 952,Cincinnati Fire Dept,2006,19,Bronze,0.42673741666666665
889,Retail #889,Retail,Moderate,False,35647,Cleveland,588 Margaret Stravenue,Cleveland Fire Dept,2007,18,Silver,0.59923525
890,Manufacturing #890,Manufacturing,Moderate,True,37839,Columbus,998 Jaclyn Oval Suite 643,Columbus Fire Dept,2004,21,Gold,0.43587925
891,Education #891,Education,High,False,24037,Louisville,4924 Kathleen Bypass Suite 801,Louisville Fire Dept,2018,7,Bronze,0.5246944166666666
892,Office #892,Office,High,True,38083,Dayton,7386 James Shores Apt. 903,Dayton Fire Dept,1995,30,Silver,0.60356225
893,Warehouse #893,Warehouse,Moderate,False,96286,Cleveland,958 Juan Cove,Cleveland Fire Dept,2010,15,Gold,0.6097145
894,Healthcare #894,Healthcare,Light,False,2000,Cleveland,829 Mckinney Inlet,Cleveland Fire Dept,2019,6,Gold,0.29650000000000004
895,Manufacturing #895,Manufacturing,High,True,15460,Dayton,492 Lewis Camp Apt. 772,Dayton Fire Dept,2000,25,Bronze,0.5282616666666667
896,Manufacturing #896,Manufacturing,Ordinary,True,71174,Columbus,2619 Brown Village Suite 929,Columbus Fire Dept,1995,30,Silver,0.5033805
897,Retail #897,Retail,Light,True,48699,Cincinnati,104 Adams Station,Cincinnati Fire Dept,1997,28,Silver,0.38819091666666666
898,Manufacturing #898,Manufacturing,Light,False,15155,Cleveland,17138 English Estates,Cleveland Fire Dept,2006,19,Gold,0.4580329166666667
899,Warehouse #899,Warehouse,Light,True,72817,Cleveland,908 Renee Lock Apt. 711,Cleveland Fire Dept,1998,27,Gold,0.39461275
900,Office #900,Office,Ordinary,True,48072,Louisville,1390 Caleb Locks Suite 196,Louisville Fire Dept,1998,27,Silver,0.451054
901,Hospitality #901,Hospitality,Ordinary,False,22008,Cincinnati,19338 Theresa Extension Apt. 372,Cincinnati Fire Dept,1995,30,Bronze,0.6665059999999999
902,Manufacturing #902,Manufacturing,Ordinary,True,49038,Akron,3417 Lisa Expressway,Akron Fire Dept,1999,26,Silver,0.4401118333333333
903,Education #903,Education,Light,True,59757,Cincinnati,42207 Adrian Knolls,Cincinnati Fire Dept,2002,23,Gold,0.3381510833333333
904,Education #904,Education,Moderate,True,2000,Cleveland,0772 Cannon Ford,Cleveland Fire Dept,2006,19,Bronze,0.38566666666666666
905,Retail #905,Retail,Ordinary,True,45650,Columbus,635 Darren Lake,Columbus Fire Dept,2007,18,Silver,0.3442375
906,Hospitality #906,Hospitality,Ordinary,True,56628,Dayton,0116 Carl Bridge Apt. 852,Dayton Fire Dept,2021,4,Gold,0.18913766666666668
907,Retail #907,Retail,Light,False,68871,Cincinnati,483 Henry Square,Cincinnati Fire Dept,1999,26,Gold,0.5799865833333333
908,Healthcare #908,Healthcare,Light,True,48637,Cleveland,29067 William Pike,Cleveland Fire Dept,2004,21,Silver,0.30647775
909,Hospitality #909,Hospitality,Light,True,60126,Cincinnati,866 Alvarez Courts Apt. 678,Cincinnati Fire Dept,2014,11,Gold,0.19842783333333333
910,Retail #910,Retail,High,True,39013,Columbus,6443 Timothy Fields Apt. 938,Columbus Fire Dept,1997,28,Silver,0.5809264166666667
911,Education #911,Education,High,True,40985,Columbus,09652 Michael Club Apt. 669,Columbus Fire Dept,2023,2,Silver,0.27907208333333333
912,Warehouse #912,Warehouse,Moderate,True,104842,Cleveland,8123 Roberson Forges,Cleveland Fire Dept,2013,12,Bronze,0.38113149999999996
913,Hospitality #913,Hospitality,Ordinary,True,54213,Dayton,6233 Tanner Bypass,Dayton Fire Dept,2005,20,Gold,0.3739930833333333
914,Office #914,Office,Ordinary,True,35501,Akron,57740 Matthew Green Suite 777,Akron Fire Dept,2014,11,Silver,0.25495908333333334
915,Office #915,Office,Ordinary,True,56380,Akron,2083 Foster Field,Akron Fire Dept,1999,26,Gold,0.44561833333333334
916,Office #916,Office,Light,True,36974,Louisville,9892 Moore Harbors Suite 179,Louisville Fire Dept,2001,24,Silver,0.3327305
917,Manufacturing #917,Manufacturing,Moderate,False,53619,Dayton,71176 Kyle Ferry,Dayton Fire Dept,2003,22,Gold,0.6593809166666666
918,Hospitality #918,Hospitality,Moderate,False,2000,Dayton,1417 Cindy Islands Suite 389,Dayton Fire Dept,1999,26,Silver,0.6673333333333332
919,Education #919,Education,Moderate,True,52088,Columbus,776 Sanders Ports Apt. 524,Columbus Fire Dept,2020,5,Silver,0.2598993333333333
920,Hospitality #920,Hospitality,Ordinary,True,68316,Cincinnati,701 Parsons Skyway Apt. 491,Cincinnati Fire Dept,2017,8,Silver,0.24457033333333333
921,Hospitality #921,Hospitality,Ordinary,True,63370,Dayton,21909 Carlos Squares Suite 973,Dayton Fire Dept,2012,13,Gold,0.2991941666666667
922,Manufacturing #922,Manufacturing,Light,False,39649,Cincinnati,1181 Landry Gardens,Cincinnati Fire Dept,2024,1,Gold,0.26640341666666667
923,Retail #923,Retail,Light,True,75191,Dayton,822 Randall Crossroad Suite 211,Dayton Fire Dept,2011,14,Gold,0.2447265833333333
924,Hospitality #924,Hospitality,Light,True,16843,Dayton,747 Richard Overpass,Dayton Fire Dept,2003,22,Gold,0.2942989166666667
925,Office #925,Office,Light,False,44826,Louisville,9173 Todd Circle Apt. 232,Louisville Fire Dept,2012,13,Gold,0.41028616666666673
926,Hospitality #926,Hospitality,Moderate,False,2000,Cincinnati,0717 Andre Squares,Cincinnati Fire Dept,1995,30,Silver,0.7139999999999999
927,Warehouse #927,Warehouse,Moderate,False,97732,Columbus,6877 Michael Extensions Apt. 456,Columbus Fire Dept,2011,14,Silver,0.5991323333333334
928,Retail #928,Retail,Ordinary,False,63725,Dayton,2852 Sandra Fort,Dayton Fire Dept,1997,28,Silver,0.6744604166666667
929,Retail #929,Retail,Ordinary,True,15742,Cincinnati,26328 Woodard Mountains,Cincinnati Fire Dept,2012,13,Silver,0.2634731666666667
930,Retail #930,Retail,Light,False,36085,Columbus,27407 Anderson Motorway Suite 712,Columbus Fire Dept,2010,15,Silver,0.42706375
931,Office #931,Office,Ordinary,True,18551,Akron,2977 Green Plaza Suite 189,Akron Fire Dept,2007,18,Gold,0.32391325
932,Warehouse #932,Warehouse,Moderate,True,45495,Cleveland,21640 Erin Mountains Suite 812,Cleveland Fire Dept,2008,17,Silver,0.39495458333333333
933,Retail #933,Retail,Light,True,15423,Louisville,9086 Anthony Drive,Louisville Fire Dept,1997,28,Silver,0.36323391666666666
934,Office #934,Office,Ordinary,False,68512,Akron,1139 Heather Burg,Akron Fire Dept,1999,26,Gold,0.6547173333333333
935,Manufacturing #935,Manufacturing,Light,True,30209,Dayton,62749 Ethan Square,Dayton Fire Dept,2014,11,Gold,0.17599008333333332
936,Warehouse #936,Warehouse,Moderate,True,29596,Cleveland,39763 Kennedy Vista,Cleveland Fire Dept,2007,18,Silver,0.394697
937,Healthcare #937,Healthcare,Ordinary,True,2000,Cleveland,04143 Henderson Dam,Cleveland Fire Dept,1998,27,Silver,0.41650000000000004
938,Education #938,Education,Ordinary,True,69362,Dayton,80547 Smith Radial Apt. 555,Dayton Fire Dept,2003,22,Gold,0.4086881666666667
939,Hospitality #939,Hospitality,Moderate,False,40188,Dayton,558 Savannah Terrace Suite 762,Dayton Fire Dept,2023,2,Silver,0.41597433333333333
940,Retail #940,Retail,Light,True,23427,Cincinnati,5889 Contreras Plains Apt. 423,Cincinnati Fire Dept,2010,15,Gold,0.21757025
941,Retail #941,Retail,Moderate,False,18171,Louisville,5080 Jose Squares Suite 805,Louisville Fire Dept,2012,13,Silver,0.5277949166666667
942,Retail #942,Retail,High,True,63070,Akron,366 Thomas Gardens,Akron Fire Dept,2013,12,Silver,0.4123025
943,Education #943,Education,Ordinary,True,55124,Columbus,601 Douglas Burgs Apt. 970,Columbus Fire Dept,2006,19,Silver,0.3630096666666667
944,Office #944,Office,Light,False,39812,Cincinnati,444 Berg Expressway,Cincinnati Fire Dept,2019,6,Silver,0.324859
945,Retail #945,Retail,Moderate,True,93743,Cincinnati,81494 Amy Tunnel,Cincinnati Fire Dept,1997,28,Bronze,0.5594739166666667
946,Office #946,Office,Moderate,True,85233,Louisville,9763 Hayes Springs,Louisville Fire Dept,2015,10,Silver,0.34309141666666665
947,Manufacturing #947,Manufacturing,High,True,2000,Akron,391 Lozano Squares Apt. 087,Akron Fire Dept,2014,11,Silver,0.35483333333333333
948,Retail #948,Retail,High,True,19626,Cleveland,38069 Amber Village Apt. 538,Cleveland Fire Dept,2011,14,Gold,0.4030528333333333
949,Hospitality #949,Hospitality,Light,False,28439,Cleveland,39830 Shelby Hollow Suite 775,Cleveland Fire Dept,2010,15,Gold,0.42132925000000004
950,Education #950,Education,Moderate,True,46973,Cincinnati,5122 Molly Camp Apt. 906,Cincinnati Fire Dept,2004,21,Gold,0.44272975
951,Warehouse #951,Warehouse,Light,True,39353,Louisville,0072 Amber Spring,Louisville Fire Dept,2007,18,Bronze,0.26451474999999997
952,Hospitality #952,Hospitality,Ordinary,False,63985,Cincinnati,098 Chelsea Square,Cincinnati Fire Dept,2017,8,Silver,0.44132208333333334
953,Retail #953,Retail,Moderate,True,51883,Cleveland,6032 Shah Trace Suite 151,Cleveland Fire Dept,2002,23,Gold,0.46974558333333327
954,Hospitality #954,Hospitality,High,True,68129,Dayton,2003 Romero Unions Apt. 078,Dayton Fire Dept,1995,30,Silver,0.62609675
955,Healthcare #955,Healthcare,Light,True,121049,Cleveland,4737 Howard Valley Suite 721,Cleveland Fire Dept,2003,22,Silver,0.37245341666666665
956,Office #956,Office,Light,False,57069,Dayton,5839 Paul Road,Dayton Fire Dept,2007,18,Bronze,0.47780175
957,Manufacturing #957,Manufacturing,Ordinary,True,2000,Columbus,3730 Tina Mills,Columbus Fire Dept,2019,6,Silver,0.17149999999999999
958,Education #958,Education,Light,True,58384,Cleveland,003 Christopher Prairie Apt. 352,Cleveland Fire Dept,2019,6,Gold,0.138788
959,Retail #959,Retail,Moderate,False,65755,Cleveland,9859 Thomas Shore,Cleveland Fire Dept,2015,10,Bronze,0.5284829166666667
960,Education #960,Education,Light,False,2000,Columbus,500 Miller Dale Suite 313,Columbus Fire Dept,2000,25,Bronze,0.5181666666666667
961,Manufacturing #961,Manufacturing,Moderate,True,28555,Cleveland,57426 Hansen Underpass,Cleveland Fire Dept,2018,7,Gold,0.26558291666666667
962,Retail #962,Retail,Ordinary,True,56366,Cleveland,5886 Erickson Locks,Cleveland Fire Dept,2021,4,Silver,0.18894116666666666
963,Retail #963,Retail,Moderate,True,54527,Columbus,80280 Ronald Station Apt. 277,Columbus Fire Dept,2021,4,Silver,0.25006191666666666
964,Education #964,Education,Light,True,45847,Cleveland,779 Aaron Wall Suite 688,Cleveland Fire Dept,2021,4,Gold,0.10605191666666666
965,Healthcare #965,Healthcare,Ordinary,True,51946,Cleveland,95682 Bryant Estates Suite 687,Cleveland Fire Dept,2014,11,Gold,0.2672928333333333
966,Manufacturing #966,Manufacturing,Moderate,False,15189,Columbus,07185 Roger Route,Columbus Fire Dept,2005,20,Gold,0.6072250833333334
967,Office #967,Office,Moderate,True,99338,Columbus,671 Ramsey Extension Suite 859,Columbus Fire Dept,2008,17,Silver,0.43533683333333334
968,Warehouse #968,Warehouse,Ordinary,True,52461,Cleveland,713 Derrick Glens Apt. 626,Cleveland Fire Dept,2006,19,Gold,0.36101241666666667
969,Retail #969,Retail,Ordinary,True,62965,Louisville,14670 Vanessa Mount,Louisville Fire Dept,2022,3,Gold,0.18222375000000002
970,Retail #970,Retail,Ordinary,False,50002,Dayton,3025 Donna Ranch Apt. 091,Dayton Fire Dept,2013,12,Gold,0.4775015
971,Healthcare #971,Healthcare,High,True,2000,Cincinnati,4415 Wendy Mountains Apt. 083,Cincinnati Fire Dept,2016,9,Gold,0.3315
972,Education #972,Education,Ordinary,True,49569,Cincinnati,023 Daniel Parks,Cincinnati Fire Dept,2007,18,Gold,0.34717675
973,Office #973,Office,Ordinary,True,2000,Akron,7788 Nicole Lodge,Akron Fire Dept,2009,16,Gold,0.2881666666666666
974,Healthcare #974,Healthcare,Light,True,86122,Cleveland,6694 Hensley Drive,Cleveland Fire Dept,2006,19,Gold,0.3112581666666666
975,Office #975,Office,Light,True,2000,Cincinnati,0793 Perez Turnpike,Cincinnati Fire Dept,2012,13,Gold,0.17816666666666667
976,Warehouse #976,Warehouse,Ordinary,False,60621,Cleveland,6285 Young Trace Suite 001,Cleveland Fire Dept,1995,30,Bronze,0.6954657499999999
977,Office #977,Office,Light,False,56644,Columbus,3073 Martinez Light Apt. 590,Columbus Fire Dept,2005,20,Gold,0.5008163333333333
978,Retail #978,Retail,Ordinary,True,19565,Louisville,29625 Heidi Ports Suite 949,Louisville Fire Dept,1998,27,Silver,0.42967375
979,Education #979,Education,Ordinary,False,27128,Cincinnati,913 Clark Manors,Cincinnati Fire Dept,2003,22,Gold,0.5770126666666666
980,Healthcare #980,Healthcare,Ordinary,True,41850,Cincinnati,128 Patty Loop,Cincinnati Fire Dept,2016,9,Silver,0.23638750000000003
981,Office #981,Office,High,True,121154,Dayton,735 Savage Vista Suite 706,Dayton Fire Dept,2012,13,Gold,0.4675321666666667
982,Retail #982,Retail,Moderate,False,36650,Dayton,2384 Jeffrey Greens Apt. 481,Dayton Fire Dept,2013,12,Gold,0.5299875
983,Office #983,Office,Moderate,True,61079,Columbus,9338 Joanne Underpass Suite 181,Columbus Fire Dept,2010,15,Gold,0.38330925000000005
984,Education #984,Education,Moderate,False,31724,Cleveland,657 Serrano Radial Suite 968,Cleveland Fire Dept,2010,15,Gold,0.561293
985,Warehouse #985,Warehouse,Light,True,51160,Dayton,04310 Ashley Extension Apt. 925,Dayton Fire Dept,2020,5,Silver,0.12170333333333333
986,Education #986,Education,Moderate,True,78535,Akron,205 Ashley Glens Apt. 966,Akron Fire Dept,2014,11,Bronze,0.34973458333333335
987,Warehouse #987,Warehouse,Light,True,14669,Cincinnati,94621 Morales Land Suite 002,Cincinnati Fire Dept,2021,4,Silver,0.08266841666666666
988,Manufacturing #988,Manufacturing,Ordinary,True,32606,Columbus,881 Timothy Junction,Columbus Fire Dept,2022,3,Silver,0.1594545
989,Office #989,Office,Moderate,True,5121,Akron,149 Burns Land,Akron Fire Dept,2019,6,Gold,0.23634075
990,Warehouse #990,Warehouse,Moderate,False,120850,Columbus,96254 Bowman Hill,Columbus Fire Dept,2024,1,Gold,0.46480416666666663
991,Healthcare #991,Healthcare,Ordinary,True,20661,Akron,063 Kimberly Key Suite 596,Akron Fire Dept,2005,20,Bronze,0.3488290833333333
992,Warehouse #992,Warehouse,Moderate,True,2199,Louisville,11492 Perez Brooks,Louisville Fire Dept,2000,25,Silver,0.4558159166666667
993,Retail #993,Retail,Moderate,True,66981,Akron,056 Fields Islands Apt. 071,Akron Fire Dept,2022,3,Silver,0.24773575
994,Manufacturing #994,Manufacturing,High,True,77190,Cincinnati,283 Erica Heights,Cincinnati Fire Dept,2012,13,Silver,0.4345591666666667
995,Hospitality #995,Hospitality,Ordinary,True,44359,Louisville,8487 Jennifer Lane Apt. 826,Louisville Fire Dept,2015,10,Bronze,0.24993591666666667
996,Education #996,Education,Ordinary,True,59479,Louisville,0389 Brooke Orchard,Louisville Fire Dept,1996,29,Silver,0.48294258333333334
997,Education #997,Education,Moderate,False,105534,Akron,331 Perkins Meadows,Akron Fire Dept,2013,12,Silver,0.5816505
998,Retail #998,Retail,Light,True,78316,Cincinnati,954 Harvey Cove Apt. 508,Cincinnati Fire Dept,2022,3,Bronze,0.118737
999,Hospitality #999,Hospitality,High,True,34134,Cleveland,6243 Welch Plaza Apt. 231,Cleveland Fire Dept,2010,15,Bronze,0.42560050000000005
1000,Education #1000,Education,Light,False,104246,Louisville,4173 Randy Port,Louisville Fire Dept,1998,27,Gold,0.6181845
1001,Manufacturing #1001,Manufacturing,Light,False,37463,Columbus,0283 Brown Meadows Suite 488,Columbus Fire Dept,2007,18,Bronze,0.46309725
1002,Warehouse #1002,Warehouse,Light,True,58013,Louisville,491 Deanna Harbors Suite 552,Louisville Fire Dept,2008,17,Gold,0.2668430833333333
1003,Hospitality #1003,Hospitality,Ordinary,True,40135,Cleveland,646 Anne Valleys Apt. 664,Cleveland Fire Dept,2017,8,Gold,0.22343458333333333
1004,Retail #1004,Retail,Ordinary,False,66498,Dayton,5944 Ramirez Trace,Dayton Fire Dept,2004,21,Gold,0.5948734999999999
1005,Office #1005,Office,Light,False,60840,Cincinnati,9816 Matthew Mill Apt. 667,Cincinnati Fire Dept,2002,23,Bronze,0.5389633333333333
1006,Manufacturing #1006,Manufacturing,Light,True,37725,Akron,3213 Vanessa Fort,Akron Fire Dept,2017,8,Bronze,0.14662708333333332
1007,Warehouse #1007,Warehouse,Light,False,41901,Columbus,916 Kyle Stream Suite 733,Columbus Fire Dept,2004,21,Gold,0.50142575
1008,Warehouse #1008,Warehouse,Moderate,True,37676,Cincinnati,1750 Gonzalez Walk,Cincinnati Fire Dept,2007,18,Silver,0.400757
1009,Education #1009,Education,Light,True,52360,Cincinnati,27025 Julie Lodge Apt. 127,Cincinnati Fire Dept,2021,4,Gold,0.11093666666666666
1010,Education #1010,Education,Ordinary,True,81738,Cincinnati,4558 Elizabeth Coves Apt. 702,Cincinnati Fire Dept,2023,2,Silver,0.18463683333333333
1011,Office #1011,Office,Ordinary,False,2000,Cincinnati,98776 Cabrera Mountain Apt. 507,Cincinnati Fire Dept,2015,10,Silver,0.4181666666666667
1012,Retail #1012,Retail,Ordinary,True,48893,Cincinnati,082 Angela Extensions Suite 446,Cincinnati Fire Dept,2007,18,Gold,0.34666975
1013,Education #1013,Education,Ordinary,False,2919,Louisville,789 Christopher Wells,Louisville Fire Dept,2011,14,Gold,0.4655225833333333
1014,Retail #1014,Retail,Light,True,42450,Columbus,864 Martin Freeway,Columbus Fire Dept,1996,29,Bronze,0.39517083333333336
1015,Healthcare #1015,Healthcare,Ordinary,False,43483,Columbus,759 Ellis Ridge Apt. 197,Columbus Fire Dept,2011,14,Gold,0.49594558333333333
1016,Manufacturing #1016,Manufacturing,Moderate,True,2937,Cincinnati,7629 Conrad Forks,Cincinnati Fire Dept,2001,24,Gold,0.44470275
1017,Office #1017,Office,Ordinary,True,2000,Dayton,4519 Paul Shoals Apt. 120,Dayton Fire Dept,2010,15,Silver,0.2765
1018,Warehouse #1018,Warehouse,Ordinary,False,2000,Cleveland,6664 Soto Rapid,Cleveland Fire Dept,2004,21,Gold,0.5464999999999999
1019,Manufacturing #1019,Manufacturing,Light,True,51716,Dayton,7805 Amanda Freeway Suite 099,Dayton Fire Dept,2021,4,Silver,0.11045366666666664
1020,Retail #1020,Retail,Moderate,False,70921,Akron,70128 Anderson Keys Apt. 027,Akron Fire Dept,2002,23,Silver,0.6840240833333333
1021,Healthcare #1021,Healthcare,Ordinary,True,39345,Cleveland,268 Pearson Expressway Apt. 811,Cleveland Fire Dept,2017,8,Gold,0.22284208333333333
1022,Office #1022,Office,Light,True,18971,Columbus,947 Cruz Lights,Columbus Fire Dept,2011,14,Silver,0.20256158333333332
1023,Retail #1023,Retail,Moderate,True,42124,Columbus,257 Salazar Forest,Columbus Fire Dept,2022,3,Silver,0.229093
1024,Retail #1024,Retail,High,True,59959,Columbus,093 Martha Mills,Columbus Fire Dept,2024,1,Silver,0.28163591666666665
1025,Hospitality #1025,Hospitality,Moderate,True,93583,Columbus,5964 Jeanette Island,Columbus Fire Dept,2018,7,Silver,0.3143539166666667
1026,Retail #1026,Retail,Moderate,True,61314,Cincinnati,65938 Joshua Pine Apt. 958,Cincinnati Fire Dept,1995,30,Silver,0.5584855
1027,Warehouse #1027,Warehouse,Ordinary,False,4657,Cleveland,06986 Hill Avenue,Cleveland Fire Dept,1995,30,Gold,0.65349275
1028,Retail #1028,Retail,Light,False,40251,Dayton,219 Louis Squares,Dayton Fire Dept,2021,4,Gold,0.30185491666666664
1029,Hospitality #1029,Hospitality,Ordinary,True,64335,Columbus,92179 Lewis Roads,Columbus Fire Dept,2024,1,Silver,0.15991791666666666
1030,Warehouse #1030,Warehouse,Light,True,18884,Columbus,78351 Nguyen Fork,Columbus Fire Dept,2006,19,Silver,0.2608296666666666
1031,Retail #1031,Retail,Light,True,55612,Columbus,65965 Paul Vista Apt. 016,Columbus Fire Dept,2005,20,Silver,0.3000423333333333
1032,Manufacturing #1032,Manufacturing,Ordinary,True,5035,Dayton,24224 Brock Wells,Dayton Fire Dept,2006,19,Gold,0.32544291666666664
1033,Office #1033,Office,Ordinary,True,18171,Akron,0201 David Run,Akron Fire Dept,2011,14,Silver,0.2769615833333333
1034,Retail #1034,Retail,Moderate,True,11962,Louisville,58255 Chang Burgs,Louisville Fire Dept,2008,17,Gold,0.36980483333333336
1035,Retail #1035,Retail,Moderate,True,24428,Columbus,9419 Hart Corners Apt. 900,Columbus Fire Dept,2013,12,Gold,0.32082099999999997
1036,Healthcare #1036,Healthcare,Light,False,75510,Cincinnati,1655 Paul Ridge,Cincinnati Fire Dept,2007,18,Bronze,0.4916325
1037,Manufacturing #1037,Manufacturing,Moderate,True,23744,Akron,257 Molina Viaduct,Akron Fire Dept,2005,20,Silver,0.4136413333333333
1038,Hospitality #1038,Hospitality,Moderate,True,118379,Louisville,024 Wells Stream Apt. 837,Louisville Fire Dept,2003,22,Gold,0.5079509166666667
1039,Office #1039,Office,Light,True,23963,Louisville,2701 Deborah Lodge Apt. 200,Louisville Fire Dept,1997,28,Bronze,0.3696389166666667
1040,Education #1040,Education,Light,True,31896,Cincinnati,0716 Baker Ridges Suite 012,Cincinnati Fire Dept,2000,25,Gold,0.3405886666666667
1041,Office #1041,Office,Light,True,2000,Akron,189 Townsend Flat Apt. 465,Akron Fire Dept,2013,12,Silver,0.16649999999999998
1042,Office #1042,Office,Moderate,True,40746,Cleveland,9242 Tony Ville Suite 379,Cleveland Fire Dept,2000,25,Gold,0.48472616666666674
1043,Retail #1043,Retail,Ordinary,True,13240,Louisville,365 Joseph Way Suite 996,Louisville Fire Dept,2024,1,Bronze,0.12159666666666666
1044,Hospitality #1044,Hospitality,High,True,103860,Cleveland,1132 Paige Station Suite 082,Cleveland Fire Dept,2010,15,Silver,0.477895
1045,Retail #1045,Retail,Light,True,2000,Cleveland,15285 Alyssa Circles,Cleveland Fire Dept,2004,21,Silver,0.27149999999999996
1046,Office #1046,Office,Moderate,True,9600,Akron,9988 Alfred Cliff,Akron Fire Dept,2020,5,Bronze,0.22803333333333334
1047,Healthcare #1047,Healthcare,Light,False,13969,Columbus,97413 Barber Falls Apt. 897,Columbus Fire Dept,1997,28,Gold,0.5621434166666668
1048,Retail #1048,Retail,Ordinary,True,93427,Cleveland,11200 Mcdowell Rest,Cleveland Fire Dept,1999,26,Silver,0.4734035833333333
1049,Manufacturing #1049,Manufacturing,Moderate,True,84783,Dayton,452 Kelly Branch,Dayton Fire Dept,2024,1,Gold,0.23775391666666668
1050,Retail #1050,Retail,Ordinary,True,21966,Louisville,25054 Matthew Club Suite 708,Louisville Fire Dept,2020,5,Silver,0.17480783333333333
1051,Manufacturing #1051,Manufacturing,Ordinary,True,2000,Cleveland,5432 Jay Views Apt. 180,Cleveland Fire Dept,2020,5,Silver,0.15983333333333333
1052,Hospitality #1052,Hospitality,Moderate,True,96431,Louisville,8652 Smith Island,Louisville Fire Dept,2010,15,Silver,0.40982325000000003
1053,Healthcare #1053,Healthcare,Ordinary,False,60970,Louisville,811 Jessica Ramp,Louisville Fire Dept,2024,1,Bronze,0.3573941666666666
1054,Manufacturing #1054,Manufacturing,Light,True,22539,Cleveland,9973 Michael Island,Cleveland Fire Dept,1998,27,Silver,0.35690425000000003
1055,Retail #1055,Retail,Ordinary,False,43109,Columbus,744 Davila Walks Apt. 673,Columbus Fire Dept,2011,14,Silver,0.4956650833333333
1056,Warehouse #1056,Warehouse,Ordinary,False,26234,Columbus,8262 Kristen Walks,Columbus Fire Dept,2013,12,Silver,0.4596755
1057,Warehouse #1057,Warehouse,Light,True,44748,Dayton,7860 Victor Villages Suite 166,Dayton Fire Dept,2020,5,Silver,0.11689433333333332
1058,Education #1058,Education,Moderate,True,45615,Cleveland,3860 Alexander Rapids,Cleveland Fire Dept,2010,15,Bronze,0.37171125000000005
1059,Office #1059,Office,High,True,25114,Dayton,27570 Robinson Port,Dayton Fire Dept,2010,15,Silver,0.4188355
1060,Office #1060,Office,Ordinary,False,40303,Dayton,05050 Vasquez Locks Apt. 507,Dayton Fire Dept,2024,1,Gold,0.34189391666666663
1061,Education #1061,Education,Light,True,79074,Akron,090 Anna Terrace Suite 213,Akron Fire Dept,1995,30,Silver,0.4343055
1062,Healthcare #1062,Healthcare,High,True,19407,Dayton,71837 Hobbs Springs,Dayton Fire Dept,1999,26,Gold,0.5428885833333333
1063,Healthcare #1063,Healthcare,Ordinary,True,75218,Cincinnati,600 Howell Summit,Cincinnati Fire Dept,2007,18,Gold,0.3664135
1064,Warehouse #1064,Warehouse,Moderate,True,11568,Columbus,70746 Kari Walks,Columbus Fire Dept,1997,28,Silver,0.49784266666666666
1065,Healthcare #1065,Healthcare,Light,True,46546,Cleveland,38294 Dunn Common Suite 730,Cleveland Fire Dept,2015,10,Silver,0.17657616666666665
1066,Office #1066,Office,Ordinary,True,56203,Columbus,7243 Michael River Apt. 025,Columbus Fire Dept,1998,27,Bronze,0.45715225000000004
1067,Manufacturing #1067,Manufacturing,Ordinary,False,67308,Akron,3544 John Parkway,Akron Fire Dept,2010,15,Silver,0.5254810000000001
1068,Hospitality #1068,Hospitality,Moderate,True,63673,Columbus,826 Jennifer Turnpike Apt. 417,Columbus Fire Dept,2017,8,Gold,0.30358808333333337
1069,Manufacturing #1069,Manufacturing,Moderate,True,47227,Cleveland,64877 Justin Avenue Apt. 837,Cleveland Fire Dept,2002,23,Gold,0.4662535833333333
1070,Warehouse #1070,Warehouse,Moderate,True,10643,Columbus,9968 Freeman Fields Apt. 958,Columbus Fire Dept,2022,3,Silver,0.20548225
1071,Healthcare #1071,Healthcare,Light,True,92116,Akron,91922 Stacey Stream,Akron Fire Dept,2019,6,Gold,0.16408699999999998
1072,Education #1072,Education,Light,False,2000,Akron,56761 James Dam Suite 167,Akron Fire Dept,1996,29,Bronze,0.5648333333333333
1073,Retail #1073,Retail,High,True,62000,Columbus,2329 Christopher Stravenue Apt. 252,Columbus Fire Dept,2018,7,Gold,0.35316666666666663
1074,Manufacturing #1074,Manufacturing,Light,False,103452,Cleveland,9428 Hendricks Rest Suite 290,Cleveland Fire Dept,2022,3,Silver,0.33758900000000003
1075,Healthcare #1075,Healthcare,High,True,37422,Louisville,059 Rachel Street Apt. 273,Louisville Fire Dept,2024,1,Silver,0.2647331666666667
