merchant_id,mcc,name,country,risk_tag,created_at
674,5411,Thomas Inc,US,high,2024-09-17T03:32:22.296035+00:00
675,5311,Riddle Ltd,DE,low,2021-08-06T20:45:05.710907+00:00
676,5999,"Brown, Williamson and Ramirez",US,high,2021-02-10T04:06:59.434686+00:00
677,5411,Simmons Ltd,US,medium,2023-09-26T01:02:44.027201+00:00
678,5812,Mendoza-Rodgers,GB,low,2021-06-29T11:57:42.436935+00:00
679,5311,Vincent PLC,IN,high,2022-09-19T05:24:20.459017+00:00
680,5311,Jackson-Lopez,DE,medium,2024-07-10T19:37:44.633380+00:00
681,5411,Wagner Ltd,GB,high,2021-11-18T14:11:11.939157+00:00
682,6011,"Gonzales, Turner and Johnson",US,medium,2021-11-28T17:29:57.305995+00:00
683,5812,Ashley Inc,CA,medium,2023-03-15T14:44:18.240118+00:00
684,5411,Smith and Sons,GB,medium,2023-04-15T07:09:37.090124+00:00
685,5999,Lewis-Mccarthy,US,low,2021-03-20T22:57:33.863536+00:00
686,6011,Cochran PLC,GB,medium,2022-03-16T20:25:05.005322+00:00
687,6011,"Bailey, Garrett and Reid",IN,low,2025-03-22T07:32:49.974462+00:00
688,5812,Wallace Ltd,DE,high,2025-09-08T10:36:06.292137+00:00
689,5999,Hill Inc,GB,medium,2024-07-24T04:15:56.826356+00:00
690,5411,Gutierrez Group,IN,low,2022-04-14T18:23:18.986558+00:00
691,5411,Cohen Inc,GB,medium,2022-03-02T13:18:50.315246+00:00
692,5999,Ponce-Drake,US,medium,2024-06-17T00:31:00.671301+00:00
693,5411,"Wagner, Deleon and Castro",GB,medium,2021-09-17T01:55:55.424814+00:00
694,5311,Gutierrez-Kennedy,IN,low,2024-03-07T21:49:23.623560+00:00
695,5411,Rice and Sons,DE,medium,2025-01-29T04:41:06.654835+00:00
696,5411,Williams Ltd,US,medium,2025-08-20T17:39:02.846910+00:00
697,5999,Shelton Inc,IN,low,2022-06-18T13:56:50.357179+00:00
698,5999,"Griffin, Gay and Green",US,high,2020-12-24T17:33:43.972165+00:00
699,5812,Warren and Sons,CA,high,2025-10-14T00:55:24.868068+00:00
700,5411,Guzman PLC,IN,high,2023-07-02T23:51:42.485359+00:00
701,5999,Gilmore Inc,CA,low,2022-03-19T13:12:19.975075+00:00
702,5311,Green Ltd,IN,medium,2021-11-09T17:48:43.133193+00:00
703,6011,Murphy-Wilcox,IN,high,2021-10-21T01:57:39.720186+00:00
704,5999,Nolan-Murphy,DE,low,2022-12-01T09:25:54.524992+00:00
705,5411,Morris Group,CA,medium,2022-10-18T05:39:48.654429+00:00
706,5812,Cohen-Arroyo,GB,low,2022-06-28T04:01:00.153500+00:00
707,6011,"Ford, Ford and Edwards",CA,medium,2024-11-09T11:51:07.981414+00:00
708,5812,"Hall, Palmer and Edwards",US,high,2025-04-05T02:54:44.610930+00:00
709,5311,"Harris, Fitzpatrick and Vasquez",IN,medium,2022-01-14T20:34:09.074934+00:00
710,5411,Welch-Smith,DE,high,2021-08-12T09:34:16.497197+00:00
711,5411,"Ward, Mcmillan and Park",GB,low,2024-12-19T12:45:44.643141+00:00
712,5812,Everett-Hurley,US,medium,2022-04-27T21:11:31.623414+00:00
713,5999,"White, Hughes and Davis",DE,medium,2021-03-25T16:48:14.990863+00:00
714,5999,"Malone, Fisher and Martin",CA,medium,2022-01-02T20:06:06.776346+00:00
715,5411,Powell-Greene,US,low,2024-10-21T00:15:27.394847+00:00
716,5999,Kim and Sons,GB,high,2020-11-24T17:57:40.274517+00:00
717,5311,Harper-Brown,IN,low,2022-03-14T02:16:50.461066+00:00
718,6011,"Edwards, Bell and Arnold",DE,high,2025-07-29T11:35:50.865968+00:00
719,5999,Patterson Inc,US,high,2021-12-19T01:33:14.593429+00:00
720,6011,"Conley, Hamilton and Brooks",DE,low,2024-01-15T09:03:24.971831+00:00
721,5812,"Scott, Mullen and Vance",CA,low,2025-05-06T02:18:32.445217+00:00
722,5812,Strong and Sons,IN,high,2023-05-27T02:15:04.195755+00:00
723,6011,Hays PLC,US,low,2024-12-26T05:45:16.047186+00:00
724,5411,Brown Group,US,medium,2025-03-16T00:32:52.388792+00:00
725,6011,Taylor-Campbell,US,low,2024-05-08T08:53:04.618700+00:00
726,5812,"Garcia, Grant and Sullivan",CA,high,2020-12-02T06:53:18.481323+00:00
727,5812,Williams Inc,DE,low,2024-02-05T17:35:36.565662+00:00
728,6011,Ballard-House,IN,low,2021-07-21T21:00:19.211793+00:00
729,6011,"Villegas, Barnett and Davis",IN,high,2025-08-11T10:57:29.797015+00:00
730,5812,"Gill, Huff and Moon",US,low,2024-01-25T09:25:29.874569+00:00
731,5311,Lewis-Burch,GB,medium,2023-09-02T04:30:21.001499+00:00
732,5311,Miller-Garza,US,medium,2020-11-25T19:52:30.345934+00:00
733,5311,Banks PLC,GB,low,2021-11-04T04:25:58.115462+00:00
734,5999,Smith Group,IN,medium,2024-08-31T15:50:41.714624+00:00
735,5999,Boone Ltd,CA,high,2025-02-16T08:46:23.223856+00:00
736,5812,"Frank, Smith and Dudley",CA,low,2022-12-20T01:47:58.938163+00:00
737,5311,Lopez Ltd,IN,medium,2020-12-24T08:21:14.979220+00:00
738,6011,Mccullough-Ramos,CA,low,2021-08-23T05:22:07.379327+00:00
739,5311,Green Group,DE,medium,2025-05-25T10:15:01.870205+00:00
740,5311,"Singh, Harrell and Lopez",US,medium,2023-08-12T23:45:47.096896+00:00
741,5999,"Rhodes, Duke and Cardenas",GB,medium,2022-01-26T23:28:25.006726+00:00
742,6011,"Case, Marshall and Nichols",US,low,2024-08-12T21:44:39.136975+00:00
743,5999,"Anderson, Oconnor and Mcgee",US,low,2022-08-15T03:12:50.719416+00:00
744,5999,"Brown, Mitchell and Peters",DE,high,2024-06-30T12:08:07.196313+00:00
745,5812,"Taylor, Morgan and Howard",GB,high,2023-07-21T14:18:00.636978+00:00
746,5411,Mack-Chambers,CA,low,2024-08-15T06:16:26.662718+00:00
747,5999,Watts Group,IN,high,2023-12-11T07:33:40.516684+00:00
748,5311,"Robertson, Bryan and Williamson",DE,low,2023-01-13T14:33:47.563562+00:00
749,5812,"Gonzalez, Atkins and Chavez",DE,high,2025-06-06T13:41:49.647032+00:00
750,6011,Wallace-Mccoy,US,low,2021-08-02T01:07:00.006630+00:00
751,5812,"Jackson, Vasquez and Harrington",CA,medium,2023-04-05T11:36:22.416697+00:00
752,5999,Cabrera-Castro,IN,high,2025-03-11T12:11:29.310705+00:00
753,5812,"Graham, Malone and Hines",US,medium,2022-07-22T01:18:28.186556+00:00
754,5999,Williams LLC,US,low,2022-05-18T18:25:08.249004+00:00
755,5812,Thompson PLC,CA,medium,2021-12-10T10:48:14.376725+00:00
756,6011,Mack Inc,US,medium,2025-02-20T21:39:45.103703+00:00
757,5311,Wagner-Stuart,DE,medium,2024-05-20T18:31:12.681888+00:00
758,5999,"Mack, Marquez and Barnes",CA,low,2020-10-25T05:46:43.436705+00:00
759,5411,Martin-Chavez,GB,medium,2021-06-01T13:15:28.919534+00:00
760,5999,"Mcdonald, Bautista and Adams",GB,low,2025-03-03T16:06:21.216602+00:00
761,5999,Baker LLC,US,medium,2020-12-03T22:55:03.838021+00:00
762,5999,"Taylor, Rubio and Foster",CA,low,2024-11-02T15:26:42.371961+00:00
763,5999,Matthews-Ford,CA,low,2022-02-16T07:13:00.866421+00:00
764,5812,Williams LLC,CA,low,2021-04-08T17:16:52.478786+00:00
765,5311,Tran and Sons,IN,high,2023-07-22T20:19:22.556390+00:00
766,5411,Yang Inc,IN,medium,2021-12-16T02:27:40.112796+00:00
767,5411,Dixon Group,CA,medium,2024-01-07T10:07:57.788204+00:00
768,5411,Thompson Group,DE,high,2022-03-26T11:13:40.683893+00:00
769,5999,Lawson-Lopez,IN,high,2023-10-06T23:59:15.877727+00:00
770,5999,Moses-Porter,IN,high,2025-08-19T10:22:09.327006+00:00
771,5812,Rodriguez Group,CA,low,2023-02-27T04:02:25.335966+00:00
772,6011,"Hayes, Roberts and Mitchell",GB,medium,2022-03-23T00:51:31.775558+00:00
773,5812,Porter PLC,GB,medium,2023-03-21T07:53:37.261193+00:00
774,6011,Smith-Smith,CA,high,2023-01-19T03:26:28.600091+00:00
775,5812,Patel Group,CA,medium,2025-10-12T06:14:32.624356+00:00
776,5812,"Edwards, Khan and Bailey",DE,medium,2023-09-22T08:12:09.284427+00:00
777,6011,"Cook, Goodwin and Sullivan",IN,high,2024-05-27T23:46:36.523936+00:00
778,6011,Trevino PLC,US,high,2021-03-10T05:07:05.441000+00:00
779,5411,King-Mathews,US,medium,2021-02-11T10:02:53.811792+00:00
780,5411,Combs Group,IN,high,2024-05-20T05:04:17.729040+00:00
781,5411,"Sims, Ward and Velasquez",US,high,2023-03-02T12:07:56.627811+00:00
782,5311,"Smith, Young and Wilson",GB,low,2023-06-29T07:47:17.496600+00:00
783,5812,Browning-Christensen,US,high,2022-02-05T10:32:34.984752+00:00
784,5311,"Owen, Brown and Martinez",US,high,2025-08-15T13:11:54.433437+00:00
785,5411,Love-Beck,US,low,2024-01-23T11:11:11.943712+00:00
786,5812,Warren Ltd,GB,medium,2024-03-23T04:03:31.086981+00:00
787,5812,Aguilar-Banks,DE,high,2025-01-01T20:56:25.929520+00:00
788,5812,Lynn LLC,IN,low,2020-10-23T08:29:32.025156+00:00
789,5812,Chen-Campos,GB,medium,2023-08-27T08:59:46.302897+00:00
790,6011,Hernandez-Stewart,CA,low,2021-11-09T05:32:56.990092+00:00
791,5812,Rowland-Burns,IN,high,2022-11-08T23:19:23.856752+00:00
792,5999,Smith-Hall,DE,medium,2021-04-17T03:59:07.518236+00:00
793,6011,Lee-Pratt,IN,low,2025-06-17T09:50:06.991112+00:00
794,5311,"Meza, Simpson and Nichols",DE,low,2021-11-25T10:49:27.771209+00:00
795,5411,Howard-Good,GB,high,2025-03-10T03:09:51.834082+00:00
796,5812,"French, Strong and Chavez",US,low,2022-09-23T18:21:15.254517+00:00
797,5812,Krueger-Ward,GB,low,2022-05-06T07:16:39.849604+00:00
798,6011,Smith-Shah,CA,high,2024-02-05T10:31:36.987400+00:00
799,5812,Compton-Riley,DE,high,2021-12-27T15:50:45.696841+00:00
800,5311,"Brown, Jones and Diaz",US,high,2020-11-08T02:08:08.886740+00:00
801,5411,"Hurst, Andrews and Lane",CA,medium,2021-08-19T15:49:19.797413+00:00
802,5999,Smith PLC,CA,low,2021-08-08T01:50:07.620091+00:00
803,5411,Fleming-Martinez,DE,low,2022-03-20T17:36:42.025090+00:00
804,5812,"Torres, Martinez and Maldonado",GB,medium,2025-06-15T23:42:37.678503+00:00
805,6011,Brooks Inc,IN,high,2021-06-07T00:53:37.387913+00:00
806,6011,"Lawrence, Trujillo and Miller",DE,low,2022-07-22T22:06:58.807173+00:00
807,6011,Walton Inc,GB,medium,2023-08-01T04:27:29.151713+00:00
808,6011,"Williams, Rose and Henderson",DE,medium,2023-07-01T16:55:20.401391+00:00
809,5311,"Johnson, Cook and Hamilton",US,high,2023-10-23T05:06:05.233300+00:00
810,5999,"Williams, Gonzalez and Smith",US,medium,2022-06-02T21:37:44.592933+00:00
811,6011,Hernandez-Stanley,US,medium,2022-05-31T15:09:07.990897+00:00
812,5311,"Hull, Aguilar and Rodriguez",IN,medium,2024-08-09T23:35:27.149558+00:00
813,5411,Benjamin-Green,US,low,2023-07-25T05:47:07.347743+00:00
814,5411,Peterson Inc,CA,low,2025-05-21T09:49:56.360313+00:00
815,5812,Webb-Higgins,IN,high,2020-11-24T11:40:31.403909+00:00
816,6011,"Carter, Rodriguez and Murphy",IN,medium,2021-01-10T18:28:32.113401+00:00
817,5411,Wilson and Sons,GB,low,2021-08-03T21:35:49.154303+00:00
818,5411,"Hatfield, Andrews and Cherry",CA,low,2024-02-01T04:40:01.888859+00:00
819,5411,Hoffman-Castillo,IN,medium,2021-09-06T22:45:07.239683+00:00
820,5812,Torres-Blake,CA,low,2024-08-15T18:10:12.432454+00:00
821,5999,"Hamilton, Campbell and Valencia",IN,high,2025-01-20T08:43:14.061769+00:00
822,6011,Chang-Harrington,US,low,2025-06-14T20:37:33.419662+00:00
823,5812,Taylor PLC,GB,low,2024-02-20T13:24:16.110497+00:00
824,5411,Davenport LLC,IN,low,2022-11-19T03:16:01.856286+00:00
825,5311,Moss Group,CA,low,2022-09-29T08:47:47.128963+00:00
826,5812,"Travis, Rice and Saunders",IN,high,2021-09-09T08:09:07.391013+00:00
827,6011,Hayes-Thomas,GB,medium,2022-07-02T15:18:59.303415+00:00
828,5411,Haney and Sons,US,high,2021-05-11T16:12:24.673166+00:00
829,5411,"Gonzales, James and Fisher",CA,high,2021-10-23T09:28:43.675190+00:00
830,5999,Payne-Nelson,US,high,2023-08-11T18:29:13.861266+00:00
831,5999,Rodriguez and Sons,US,medium,2022-11-02T06:38:32.980986+00:00
832,5411,Walker Group,IN,medium,2025-08-07T04:15:21.481418+00:00
833,5311,Wallace-Wang,IN,medium,2021-12-22T02:26:22.259841+00:00
834,5812,"Guerrero, Marshall and Gonzales",IN,low,2023-03-04T02:52:52.031511+00:00
835,5311,Stewart PLC,CA,medium,2022-02-25T19:28:14.889956+00:00
836,5812,Gibson-White,DE,low,2021-12-03T09:16:17.745086+00:00
837,5311,Turner and Sons,IN,low,2022-02-27T01:28:59.865065+00:00
838,6011,Ruiz-Edwards,CA,high,2025-10-14T21:25:22.865550+00:00
839,6011,Frazier-Santana,DE,medium,2025-09-18T11:22:10.744710+00:00
840,5999,Brooks-Carter,GB,low,2023-07-17T12:39:36.045674+00:00
841,6011,Moore Ltd,CA,medium,2022-10-29T16:12:02.469113+00:00
842,5311,"Griffin, Wilkinson and Hoffman",GB,low,2025-09-19T19:35:54.146437+00:00
843,5311,Le-Williams,CA,low,2025-06-25T21:59:06.361421+00:00
844,5311,Brown-Thompson,IN,low,2023-05-28T15:26:52.703526+00:00
845,5311,"Jackson, Christian and Hernandez",CA,medium,2024-01-09T04:47:47.266617+00:00
846,5411,Henson Inc,US,high,2024-08-18T10:54:32.514288+00:00
847,5311,Williams-Elliott,US,high,2020-10-20T15:26:21.439169+00:00
848,5812,"Burns, Johnson and Thompson",IN,high,2025-05-15T12:46:49.834052+00:00
849,6011,Valenzuela Group,IN,medium,2022-06-06T03:27:34.913026+00:00
850,5812,Thomas PLC,DE,medium,2023-12-06T20:48:41.776035+00:00
851,5311,Rojas-Hodge,US,medium,2024-11-19T03:40:46.731802+00:00
852,5411,Vaughn-White,CA,low,2023-01-20T04:58:54.889366+00:00
853,5311,Wilson-Hunt,US,low,2022-07-19T13:23:36.964199+00:00
854,5311,Moreno Inc,US,low,2021-10-09T12:36:53.736198+00:00
855,6011,Medina-Smith,US,high,2022-03-29T14:13:35.087411+00:00
856,5411,Delacruz-Nelson,US,medium,2020-11-19T11:27:53.017212+00:00
857,6011,Deleon Inc,GB,medium,2023-10-21T10:50:00.789883+00:00
858,5999,"Buchanan, Smith and Garcia",DE,medium,2021-05-26T03:19:06.344995+00:00
859,5311,Smith-Thomas,GB,low,2025-08-09T14:07:16.283307+00:00
860,5812,Henry and Sons,IN,low,2023-06-08T13:18:05.554909+00:00
861,5812,"Smith, Rhodes and Tran",GB,low,2022-07-15T21:07:40.790934+00:00
862,5311,Diaz-Murphy,CA,medium,2022-02-21T00:02:24.571864+00:00
863,5411,Lane-Guerra,DE,low,2025-03-06T10:39:30.143277+00:00
864,5999,Stevens-Alexander,DE,medium,2023-04-26T05:12:31.478776+00:00
865,5999,Hernandez-Harper,CA,medium,2024-11-17T19:07:18.600259+00:00
866,5812,"Martinez, Garcia and Smith",GB,medium,2022-09-21T23:02:25.782809+00:00
867,5411,"Rivers, Robinson and Schmitt",US,low,2023-07-30T10:24:45.612267+00:00
868,6011,Rojas-Dunn,IN,high,2023-04-23T02:06:44.119433+00:00
869,5812,Shannon-Rodriguez,DE,low,2023-11-15T02:09:00.063097+00:00
870,6011,Hunter-Parker,IN,high,2025-10-01T11:55:36.896638+00:00
871,5311,Phillips Group,CA,medium,2022-12-12T14:36:58.023894+00:00
872,5411,"Williams, Brown and Bowen",DE,medium,2021-08-11T09:04:14.755023+00:00
873,5411,Townsend-Wiggins,US,medium,2021-02-05T04:14:22.068300+00:00
874,5812,Flynn-Douglas,US,medium,2024-07-21T20:18:17.264767+00:00
875,5411,Cummings PLC,DE,low,2021-08-06T18:10:01.033069+00:00
876,6011,Smith Ltd,DE,medium,2022-02-26T05:30:13.125606+00:00
877,5411,Silva and Sons,CA,low,2024-09-12T12:07:09.568321+00:00
878,6011,"Miller, Baker and Hunter",GB,medium,2023-01-28T09:37:14.753251+00:00
879,5812,Williams and Sons,DE,high,2022-09-13T21:44:45.577868+00:00
880,5311,White-Baker,DE,high,2021-05-11T05:20:13.411751+00:00
881,5999,Newton-Johnson,CA,low,2021-12-24T18:20:00.836414+00:00
882,5812,"Stone, Chavez and Bishop",CA,medium,2020-12-31T10:37:42.744254+00:00
883,5812,"Aguilar, Bush and Wolfe",US,medium,2022-08-24T14:04:54.166869+00:00
884,5999,Thompson-Short,GB,high,2023-01-09T05:06:26.882551+00:00
885,5999,Powell-Ward,DE,high,2025-03-24T12:24:56.920980+00:00
886,5999,Ramirez-Mann,US,low,2025-09-23T19:23:40.124937+00:00
887,5999,"Conway, Campbell and Hodge",CA,low,2021-08-07T00:45:12.996206+00:00
888,5411,"Rodgers, Larson and Rodriguez",DE,low,2023-08-27T03:47:54.788464+00:00
889,6011,Bishop-Ball,US,medium,2024-10-19T11:29:57.534192+00:00
890,5311,"Holmes, Harrell and Dillon",DE,high,2024-12-02T07:27:42.120901+00:00
891,5311,"Salazar, Moore and Hahn",IN,high,2021-11-11T09:17:14.572510+00:00
892,5311,Howell PLC,IN,low,2023-10-10T04:19:12.153982+00:00
893,5812,"Lewis, Pearson and Hopkins",US,medium,2022-07-28T13:55:49.159624+00:00
894,5411,"Figueroa, Harris and Taylor",US,medium,2023-10-06T12:28:02.645758+00:00
895,5999,Frank Group,GB,high,2021-07-02T09:30:50.781107+00:00
896,5999,"Obrien, Rodriguez and Oconnor",GB,high,2023-05-20T11:39:38.889599+00:00
897,5999,"Young, Miller and Brown",GB,medium,2023-09-09T02:44:46.081322+00:00
898,5999,"Mcdonald, Matthews and Griffin",US,medium,2021-10-17T10:10:36.742900+00:00
899,5999,Lowery-Yoder,US,low,2025-03-18T03:37:34.129759+00:00
900,5311,Sanders-Fry,US,high,2025-01-27T06:27:08.561792+00:00
901,5311,Long-Beltran,DE,high,2020-10-28T10:40:22.614730+00:00
902,5311,"Washington, Booth and Ball",GB,medium,2022-02-10T19:23:58.761441+00:00
903,5812,Brandt-Hart,US,high,2022-01-01T12:44:12.921195+00:00
904,5311,Spence-Pierce,GB,low,2021-05-26T21:45:14.164300+00:00
905,5999,"Flores, Lee and Dawson",IN,medium,2021-11-03T18:45:01.188664+00:00
906,5411,"Miller, Johnson and English",US,high,2024-06-16T10:12:02.344817+00:00
907,5812,Brown-Yates,CA,low,2023-07-23T19:13:12.242688+00:00
908,5311,Miles Group,IN,medium,2023-06-24T10:27:11.915800+00:00
909,5999,Vargas Ltd,IN,medium,2025-04-19T06:56:54.278673+00:00
910,5311,Duncan-Ray,IN,medium,2021-10-12T06:40:49.916032+00:00
911,5812,"Ward, Wu and Bruce",GB,medium,2024-06-03T23:42:56.372236+00:00
912,5411,Kennedy PLC,DE,high,2023-12-02T08:26:22.380075+00:00
913,5411,Gardner-Dennis,DE,low,2021-03-16T14:26:37.096782+00:00
914,5812,Bell PLC,US,low,2025-05-04T02:13:42.053940+00:00
915,5812,Massey and Sons,DE,medium,2021-10-26T00:22:59.603421+00:00
916,5812,Wiley LLC,DE,medium,2024-06-11T01:05:01.942227+00:00
917,5812,Hansen-Reynolds,DE,medium,2023-10-01T22:10:01.343162+00:00
918,5999,"Smith, Mitchell and Crosby",DE,medium,2022-05-03T04:56:06.402785+00:00
919,5311,Fowler and Sons,CA,low,2023-05-04T10:47:12.417815+00:00
920,6011,Rose-Davis,GB,medium,2025-01-07T14:01:47.660277+00:00
921,5999,Orozco PLC,CA,medium,2024-06-13T19:26:11.309166+00:00
922,5411,White-Wallace,US,low,2025-07-01T14:42:17.971130+00:00
923,5999,"Potter, Lambert and Ferguson",IN,low,2022-08-12T19:06:39.425905+00:00
924,5812,"James, Garcia and Smith",US,low,2025-03-27T03:33:27.604349+00:00
925,5999,Morrison-Sexton,US,low,2021-02-23T22:11:17.424576+00:00
926,5311,Collier-Torres,US,medium,2023-02-05T23:00:06.468296+00:00
927,5411,"Carter, Copeland and Crawford",DE,low,2024-08-13T07:38:40.584071+00:00
928,5812,"Webb, Smith and Hill",CA,medium,2023-11-28T16:34:21.651105+00:00
929,5999,Parks-Turner,CA,medium,2022-11-01T21:25:23.123492+00:00
930,5999,"Holmes, Barton and Becker",GB,high,2023-10-01T13:44:20.823377+00:00
931,5311,"Jenkins, Henderson and Wagner",DE,medium,2022-08-10T08:25:29.400986+00:00
932,5311,Greene-Nelson,IN,low,2022-10-29T22:13:09.690527+00:00
933,5812,Rios LLC,DE,medium,2022-05-15T08:58:56.605376+00:00
934,5311,Wilkerson Ltd,DE,low,2023-03-22T14:38:26.569727+00:00
935,5411,Jones Inc,DE,low,2021-02-11T17:13:21.004091+00:00
936,6011,Hernandez-Ruiz,GB,low,2023-07-21T05:20:09.996369+00:00
937,5812,"Reynolds, Henderson and Oconnell",US,low,2022-08-20T00:20:46.649859+00:00
938,5311,Wilson Group,GB,medium,2023-12-17T10:30:09.131830+00:00
939,5311,Bishop-Burnett,US,medium,2022-10-01T21:52:19.737170+00:00
940,5812,Holloway-Campbell,DE,high,2024-05-15T10:37:22.475187+00:00
941,5411,"Ortega, Watson and Luna",CA,low,2025-09-13T08:38:04.228838+00:00
942,5311,Frye-Lee,CA,low,2023-11-11T17:04:16.270838+00:00
943,5999,"Sanders, Noble and Stafford",GB,medium,2022-01-14T03:05:15.893628+00:00
944,5999,"Murray, Garcia and Shelton",GB,low,2024-07-14T19:06:13.254900+00:00
945,5999,"Michael, Klein and Salazar",GB,high,2025-07-15T13:36:52.106451+00:00
946,5999,"Whitaker, Allen and Taylor",GB,low,2021-06-13T21:17:36.203875+00:00
947,5812,Baker Ltd,IN,low,2024-12-18T08:42:21.785005+00:00
948,6011,"Stafford, Green and Lopez",DE,medium,2025-03-19T10:56:42.688730+00:00
949,5812,"Medina, Calderon and Cummings",IN,medium,2021-03-29T02:39:53.142183+00:00
950,5411,Banks and Sons,US,high,2022-02-23T06:33:06.316550+00:00
951,5812,Hampton-Munoz,GB,high,2024-12-26T20:57:25.667016+00:00
952,5411,Hunter-Ruiz,US,high,2021-02-18T16:15:13.480363+00:00
953,5311,Pearson Group,DE,low,2021-03-31T15:45:05.451661+00:00
954,5999,"Macdonald, Holmes and Potter",GB,medium,2023-10-08T12:10:15.576730+00:00
955,5999,Hale Group,IN,high,2023-05-31T08:05:06.185008+00:00
956,6011,"Schmidt, Cole and Washington",CA,medium,2024-05-25T23:42:48.802158+00:00
957,5311,Brown LLC,CA,medium,2021-01-09T15:47:58.172714+00:00
958,5999,"Thomas, Nash and Smith",DE,high,2022-08-30T12:55:30.411159+00:00
959,5411,Davis-Gutierrez,CA,high,2023-07-06T14:08:09.732262+00:00
960,5311,Green-Schmidt,GB,low,2022-09-21T00:30:12.994867+00:00
961,5999,"Soto, Harrington and Hernandez",DE,high,2022-08-01T09:57:43.524818+00:00
962,6011,"Crosby, Griffith and Simpson",US,medium,2021-08-28T21:39:35.581640+00:00
963,6011,"Spencer, Garcia and Ritter",US,medium,2023-07-25T17:56:11.915799+00:00
964,5411,"Black, Page and Schroeder",DE,high,2025-05-12T13:15:15.391897+00:00
965,5812,Valentine Group,DE,low,2021-10-07T08:00:10.348016+00:00
966,5311,"Davis, Baxter and Obrien",IN,low,2021-12-23T07:35:52.835594+00:00
967,5812,Scott Inc,CA,medium,2023-04-19T22:18:25.746529+00:00
968,6011,Smith PLC,DE,medium,2021-05-01T03:39:13.685577+00:00
969,5999,"Townsend, Hoffman and Mueller",US,high,2022-05-08T18:19:53.941385+00:00
970,6011,Hancock-James,CA,low,2025-10-14T20:10:25.545335+00:00
971,5812,"Silva, Richard and Lee",GB,medium,2021-08-11T14:11:42.442486+00:00
972,6011,Ramsey Group,US,medium,2023-09-24T03:46:36.206569+00:00
973,6011,Stevens-Hughes,DE,high,2024-10-08T12:23:25.488701+00:00
974,5999,Nguyen Group,US,low,2022-11-23T15:53:22.644942+00:00
975,5812,Guerra-Ferguson,US,low,2025-03-29T10:59:54.085069+00:00
976,5812,Pineda-Phillips,IN,high,2020-12-05T07:32:25.133183+00:00
977,6011,Jordan-Gentry,GB,medium,2024-06-15T15:38:28.432022+00:00
978,5311,"Burke, Cook and Rocha",GB,low,2024-07-06T07:46:42.077811+00:00
979,6011,"Cooley, Hicks and Elliott",GB,medium,2022-04-03T20:31:15.535316+00:00
980,5812,"Young, Petty and Martinez",DE,high,2022-06-24T09:51:01.302023+00:00
981,5999,Hicks Inc,IN,medium,2023-08-31T01:31:12.272864+00:00
982,5812,Lynch-Allen,GB,medium,2020-10-31T14:19:38.042807+00:00
983,6011,Ward-Jimenez,IN,high,2022-04-23T05:06:37.842349+00:00
984,6011,Browning-Lopez,CA,low,2025-01-19T04:50:39.865753+00:00
985,5311,Garcia Ltd,CA,low,2024-01-16T02:26:03.237520+00:00
986,6011,Williams-Novak,DE,medium,2023-01-23T11:47:48.052281+00:00
987,5812,"Jones, Nelson and Freeman",IN,high,2024-12-11T20:51:08.425943+00:00
988,6011,"Werner, Klein and Mcconnell",CA,high,2022-05-26T06:21:35.631631+00:00
989,5311,Becker-Stephens,IN,high,2024-02-16T19:27:32.563818+00:00
990,5311,Moody LLC,US,low,2021-12-19T14:31:01.290601+00:00
991,5999,"Bryant, Lee and Mason",DE,medium,2021-08-15T19:24:10.634064+00:00
992,5812,Farmer-Ruiz,US,low,2022-12-05T19:44:22.641684+00:00
993,6011,"Bishop, Scott and Stevens",GB,high,2022-12-21T18:24:32.440915+00:00
994,5311,Ramirez-Sanders,US,medium,2025-03-17T14:53:30.224713+00:00
995,5311,Zamora Ltd,US,high,2023-11-19T15:21:59.059553+00:00
996,5999,Perkins-Jones,US,high,2021-03-24T08:01:36.360077+00:00
997,5999,Ritter and Sons,CA,low,2022-06-19T11:37:35.556419+00:00
998,5999,Nichols and Sons,IN,low,2022-05-14T18:25:46.362351+00:00
999,5411,"Luna, Lin and Watson",CA,medium,2021-02-18T19:18:24.748464+00:00
1000,5812,Macias Group,DE,high,2024-05-04T16:12:12.109635+00:00
1001,5999,Landry Inc,US,low,2021-05-30T17:10:44.792137+00:00
1002,5311,Sanchez-Johnson,US,low,2022-07-26T15:53:25.840363+00:00
1003,5999,Garcia-Guzman,US,low,2025-09-11T15:32:23.157997+00:00
1004,5999,Holland and Sons,US,high,2020-10-26T02:20:34.138638+00:00
1005,5812,Brooks Group,US,medium,2021-10-22T18:58:29.358303+00:00
1006,5999,Robinson PLC,CA,medium,2024-06-27T02:51:52.824408+00:00
1007,5812,Moyer Ltd,IN,low,2024-03-15T09:15:55.774374+00:00
1008,5999,"Moore, Mendez and Huerta",US,low,2024-06-20T05:53:51.939616+00:00
1009,5812,"Johnson, Keller and Reed",CA,high,2021-02-28T08:27:49.910465+00:00
1010,5999,"Barrett, Chandler and Booth",DE,high,2024-09-20T22:11:20.438450+00:00
1011,6011,"Mccarty, Owens and Henson",GB,low,2023-01-01T11:30:01.112992+00:00
1012,5311,"Charles, Mcguire and Johnson",CA,low,2021-12-23T13:10:30.466614+00:00
1013,5311,Michael and Sons,GB,high,2021-12-22T13:27:53.338142+00:00
1014,5812,"Smith, Butler and Monroe",CA,medium,2021-02-23T01:10:04.396919+00:00
