account_id,customer_id,product_type,open_dt,status,created_at
952,638,checking,2024-06-22,dormant,2025-10-19T14:24:10.401057+00:00
953,639,savings,2025-08-29,closed,2025-10-19T14:24:10.401071+00:00
954,640,checking,2025-05-24,open,2025-10-19T14:24:10.401087+00:00
955,640,credit,2023-11-13,open,2025-10-19T14:24:10.401102+00:00
956,641,credit,2024-05-19,closed,2025-10-19T14:24:10.401117+00:00
957,642,credit,2024-02-26,closed,2025-10-19T14:24:10.401132+00:00
958,643,savings,2023-12-13,closed,2025-10-19T14:24:10.401148+00:00
959,643,savings,2024-06-01,closed,2025-10-19T14:24:10.401162+00:00
960,643,checking,2024-01-02,closed,2025-10-19T14:24:10.401176+00:00
961,644,loan,2025-06-19,dormant,2025-10-19T14:24:10.401191+00:00
962,645,loan,2025-04-29,closed,2025-10-19T14:24:10.401206+00:00
963,645,loan,2024-07-17,closed,2025-10-19T14:24:10.401221+00:00
964,646,credit,2024-07-14,closed,2025-10-19T14:24:10.401236+00:00
965,646,checking,2025-01-13,open,2025-10-19T14:24:10.401250+00:00
966,646,credit,2024-12-17,dormant,2025-10-19T14:24:10.401264+00:00
967,647,loan,2025-09-24,open,2025-10-19T14:24:10.401279+00:00
968,648,savings,2023-12-04,open,2025-10-19T14:24:10.401294+00:00
969,649,savings,2024-01-08,dormant,2025-10-19T14:24:10.401310+00:00
970,650,credit,2025-06-30,open,2025-10-19T14:24:10.401325+00:00
971,651,savings,2024-01-02,open,2025-10-19T14:24:10.401341+00:00
972,651,loan,2024-10-14,dormant,2025-10-19T14:24:10.401356+00:00
973,652,savings,2025-03-21,closed,2025-10-19T14:24:10.401372+00:00
974,653,loan,2024-09-19,closed,2025-10-19T14:24:10.401388+00:00
975,653,loan,2024-03-09,dormant,2025-10-19T14:24:10.401402+00:00
976,653,credit,2024-07-25,open,2025-10-19T14:24:10.401417+00:00
977,654,checking,2024-11-12,open,2025-10-19T14:24:10.401433+00:00
978,654,checking,2024-07-31,dormant,2025-10-19T14:24:10.401447+00:00
979,655,checking,2024-06-20,open,2025-10-19T14:24:10.401463+00:00
980,655,checking,2024-05-07,dormant,2025-10-19T14:24:10.401478+00:00
981,656,savings,2024-02-27,closed,2025-10-19T14:24:10.401493+00:00
982,657,loan,2023-12-28,open,2025-10-19T14:24:10.401511+00:00
983,658,credit,2024-01-07,open,2025-10-19T14:24:10.401527+00:00
984,659,savings,2024-10-28,closed,2025-10-19T14:24:10.401542+00:00
985,660,loan,2025-09-24,closed,2025-10-19T14:24:10.401557+00:00
986,661,credit,2025-08-25,closed,2025-10-19T14:24:10.401572+00:00
987,662,loan,2025-06-04,dormant,2025-10-19T14:24:10.401588+00:00
988,662,loan,2025-01-17,dormant,2025-10-19T14:24:10.401602+00:00
989,662,credit,2025-05-18,open,2025-10-19T14:24:10.401617+00:00
990,663,checking,2024-01-06,closed,2025-10-19T14:24:10.401632+00:00
991,664,savings,2025-01-01,open,2025-10-19T14:24:10.401647+00:00
992,664,savings,2024-09-01,closed,2025-10-19T14:24:10.401661+00:00
993,665,checking,2024-04-08,open,2025-10-19T14:24:10.401676+00:00
994,666,credit,2024-09-15,closed,2025-10-19T14:24:10.401691+00:00
995,667,savings,2024-06-13,closed,2025-10-19T14:24:10.401707+00:00
996,668,loan,2023-11-11,dormant,2025-10-19T14:24:10.401723+00:00
997,669,savings,2025-06-30,open,2025-10-19T14:24:10.401738+00:00
998,669,loan,2025-06-26,closed,2025-10-19T14:24:10.401752+00:00
999,670,loan,2023-12-22,dormant,2025-10-19T14:24:10.401767+00:00
1000,670,loan,2024-05-25,open,2025-10-19T14:24:10.401781+00:00
1001,671,credit,2025-01-26,dormant,2025-10-19T14:24:10.401796+00:00
1002,672,checking,2025-01-30,closed,2025-10-19T14:24:10.401811+00:00
1003,673,loan,2025-01-29,dormant,2025-10-19T14:24:10.401826+00:00
1004,674,savings,2024-10-26,dormant,2025-10-19T14:24:10.401843+00:00
1005,675,savings,2025-05-19,closed,2025-10-19T14:24:10.401858+00:00
1006,676,checking,2024-07-17,closed,2025-10-19T14:24:10.401875+00:00
1007,677,checking,2024-10-25,dormant,2025-10-19T14:24:10.401890+00:00
1008,678,loan,2025-02-22,open,2025-10-19T14:24:10.401906+00:00
1009,679,credit,2025-01-10,dormant,2025-10-19T14:24:10.401921+00:00
1010,680,credit,2025-07-19,dormant,2025-10-19T14:24:10.401936+00:00
1011,681,checking,2024-06-30,open,2025-10-19T14:24:10.401951+00:00
1012,681,checking,2024-05-04,closed,2025-10-19T14:24:10.401967+00:00
1013,682,credit,2024-10-05,dormant,2025-10-19T14:24:10.401982+00:00
1014,682,credit,2023-12-06,open,2025-10-19T14:24:10.401996+00:00
1015,682,savings,2024-04-22,dormant,2025-10-19T14:24:10.402010+00:00
1016,683,savings,2023-11-06,closed,2025-10-19T14:24:10.402025+00:00
1017,684,savings,2024-02-24,closed,2025-10-19T14:24:10.402040+00:00
1018,685,loan,2024-01-11,open,2025-10-19T14:24:10.402057+00:00
1019,686,loan,2025-07-14,closed,2025-10-19T14:24:10.402072+00:00
1020,686,credit,2024-02-11,dormant,2025-10-19T14:24:10.402087+00:00
1021,687,savings,2024-11-18,open,2025-10-19T14:24:10.402102+00:00
1022,688,checking,2025-06-01,closed,2025-10-19T14:24:10.402118+00:00
1023,689,savings,2024-04-12,closed,2025-10-19T14:24:10.402135+00:00
1024,689,loan,2025-05-13,dormant,2025-10-19T14:24:10.402152+00:00
1025,690,credit,2024-03-06,closed,2025-10-19T14:24:10.402168+00:00
1026,691,credit,2025-03-26,open,2025-10-19T14:24:10.402184+00:00
1027,692,checking,2023-12-06,dormant,2025-10-19T14:24:10.402200+00:00
1028,693,credit,2024-07-06,closed,2025-10-19T14:24:10.402216+00:00
1029,693,loan,2025-07-17,closed,2025-10-19T14:24:10.402231+00:00
1030,694,savings,2024-07-20,closed,2025-10-19T14:24:10.402246+00:00
1031,694,savings,2023-12-10,open,2025-10-19T14:24:10.402260+00:00
1032,695,checking,2024-07-01,open,2025-10-19T14:24:10.402276+00:00
1033,696,loan,2024-11-08,dormant,2025-10-19T14:24:10.402291+00:00
1034,696,checking,2024-06-22,open,2025-10-19T14:24:10.402305+00:00
1035,697,savings,2024-02-07,dormant,2025-10-19T14:24:10.402321+00:00
1036,697,savings,2024-07-30,open,2025-10-19T14:24:10.402336+00:00
1037,698,checking,2025-08-17,open,2025-10-19T14:24:10.402351+00:00
1038,699,credit,2025-08-14,closed,2025-10-19T14:24:10.402366+00:00
1039,700,checking,2025-01-15,dormant,2025-10-19T14:24:10.402381+00:00
1040,701,savings,2025-06-12,closed,2025-10-19T14:24:10.402396+00:00
1041,701,loan,2024-02-25,open,2025-10-19T14:24:10.402410+00:00
1042,702,loan,2023-12-11,closed,2025-10-19T14:24:10.402425+00:00
1043,703,savings,2024-12-06,open,2025-10-19T14:24:10.402440+00:00
1044,704,loan,2023-12-10,closed,2025-10-19T14:24:10.402455+00:00
1045,705,loan,2025-02-09,dormant,2025-10-19T14:24:10.402471+00:00
1046,706,savings,2024-01-21,open,2025-10-19T14:24:10.402486+00:00
1047,707,checking,2025-01-23,open,2025-10-19T14:24:10.402505+00:00
1048,707,loan,2024-06-19,open,2025-10-19T14:24:10.402520+00:00
1049,708,loan,2024-11-15,open,2025-10-19T14:24:10.402535+00:00
1050,709,loan,2024-07-22,closed,2025-10-19T14:24:10.402550+00:00
1051,710,savings,2025-05-16,open,2025-10-19T14:24:10.402565+00:00
1052,711,savings,2025-06-18,open,2025-10-19T14:24:10.402579+00:00
1053,712,loan,2025-06-29,dormant,2025-10-19T14:24:10.402594+00:00
1054,713,savings,2024-10-26,dormant,2025-10-19T14:24:10.402608+00:00
1055,714,loan,2024-09-28,closed,2025-10-19T14:24:10.402623+00:00
1056,715,credit,2024-02-23,dormant,2025-10-19T14:24:10.402638+00:00
1057,716,credit,2025-04-23,closed,2025-10-19T14:24:10.402652+00:00
1058,717,credit,2023-12-20,closed,2025-10-19T14:24:10.402667+00:00
1059,718,savings,2023-12-11,open,2025-10-19T14:24:10.402682+00:00
1060,719,savings,2023-11-04,open,2025-10-19T14:24:10.402696+00:00
1061,719,credit,2024-03-21,open,2025-10-19T14:24:10.402710+00:00
1062,720,credit,2024-12-02,open,2025-10-19T14:24:10.402724+00:00
1063,721,checking,2024-07-16,open,2025-10-19T14:24:10.402738+00:00
1064,722,checking,2023-10-27,closed,2025-10-19T14:24:10.402753+00:00
1065,723,savings,2025-10-03,open,2025-10-19T14:24:10.402767+00:00
1066,724,loan,2024-12-04,open,2025-10-19T14:24:10.402782+00:00
1067,725,loan,2025-02-21,closed,2025-10-19T14:24:10.402797+00:00
1068,725,savings,2025-07-13,open,2025-10-19T14:24:10.402812+00:00
1069,726,checking,2024-01-19,open,2025-10-19T14:24:10.402827+00:00
1070,727,loan,2024-02-23,dormant,2025-10-19T14:24:10.402842+00:00
1071,727,credit,2025-01-25,open,2025-10-19T14:24:10.402856+00:00
1072,728,loan,2024-05-19,closed,2025-10-19T14:24:10.402871+00:00
1073,728,savings,2025-05-16,dormant,2025-10-19T14:24:10.402887+00:00
1074,728,loan,2025-10-07,closed,2025-10-19T14:24:10.402902+00:00
1075,729,loan,2023-11-28,dormant,2025-10-19T14:24:10.402918+00:00
1076,729,credit,2024-08-14,open,2025-10-19T14:24:10.402933+00:00
1077,730,checking,2024-12-04,dormant,2025-10-19T14:24:10.402948+00:00
1078,731,loan,2025-09-27,dormant,2025-10-19T14:24:10.402963+00:00
1079,732,savings,2025-10-13,closed,2025-10-19T14:24:10.402978+00:00
1080,733,savings,2024-01-08,closed,2025-10-19T14:24:10.402993+00:00
1081,734,credit,2024-03-28,dormant,2025-10-19T14:24:10.403008+00:00
1082,735,credit,2024-05-06,open,2025-10-19T14:24:10.403023+00:00
1083,736,savings,2024-08-04,closed,2025-10-19T14:24:10.403039+00:00
1084,737,checking,2024-05-01,closed,2025-10-19T14:24:10.403054+00:00
1085,737,credit,2024-03-15,dormant,2025-10-19T14:24:10.403069+00:00
1086,738,savings,2024-08-22,closed,2025-10-19T14:24:10.403084+00:00
1087,739,credit,2024-02-22,open,2025-10-19T14:24:10.403099+00:00
1088,739,credit,2024-02-09,open,2025-10-19T14:24:10.403113+00:00
1089,739,credit,2025-01-16,open,2025-10-19T14:24:10.403126+00:00
1090,740,savings,2024-10-14,closed,2025-10-19T14:24:10.403141+00:00
1091,741,loan,2025-01-26,dormant,2025-10-19T14:24:10.403156+00:00
1092,742,loan,2023-12-17,closed,2025-10-19T14:24:10.403171+00:00
1093,742,checking,2024-09-14,closed,2025-10-19T14:24:10.403186+00:00
1094,742,checking,2024-10-05,open,2025-10-19T14:24:10.403201+00:00
1095,743,savings,2025-02-24,open,2025-10-19T14:24:10.403217+00:00
1096,744,loan,2024-02-07,open,2025-10-19T14:24:10.403233+00:00
1097,745,credit,2024-09-03,closed,2025-10-19T14:24:10.403248+00:00
1098,746,loan,2024-11-16,closed,2025-10-19T14:24:10.403263+00:00
1099,746,savings,2025-10-13,open,2025-10-19T14:24:10.403281+00:00
1100,747,loan,2025-04-12,closed,2025-10-19T14:24:10.403297+00:00
1101,748,loan,2024-04-11,open,2025-10-19T14:24:10.403313+00:00
1102,748,loan,2024-03-11,open,2025-10-19T14:24:10.403328+00:00
1103,749,savings,2024-06-17,closed,2025-10-19T14:24:10.403343+00:00
1104,749,checking,2025-01-14,open,2025-10-19T14:24:10.403358+00:00
1105,750,credit,2024-09-15,dormant,2025-10-19T14:24:10.403373+00:00
1106,751,checking,2024-06-01,closed,2025-10-19T14:24:10.403389+00:00
1107,752,savings,2025-03-23,dormant,2025-10-19T14:24:10.403404+00:00
1108,753,savings,2024-01-17,closed,2025-10-19T14:24:10.403419+00:00
1109,753,loan,2024-02-08,closed,2025-10-19T14:24:10.403434+00:00
1110,754,savings,2024-10-20,dormant,2025-10-19T14:24:10.403449+00:00
1111,754,credit,2024-11-05,dormant,2025-10-19T14:24:10.403464+00:00
1112,755,credit,2024-03-27,dormant,2025-10-19T14:24:10.403479+00:00
1113,756,savings,2024-03-28,dormant,2025-10-19T14:24:10.403494+00:00
1114,757,credit,2024-07-18,closed,2025-10-19T14:24:10.403509+00:00
1115,757,credit,2024-01-15,closed,2025-10-19T14:24:10.403524+00:00
1116,758,checking,2025-08-09,dormant,2025-10-19T14:24:10.403538+00:00
1117,759,checking,2025-03-10,open,2025-10-19T14:24:10.403553+00:00
1118,760,credit,2024-03-12,dormant,2025-10-19T14:24:10.403570+00:00
1119,761,credit,2024-01-12,dormant,2025-10-19T14:24:10.403587+00:00
1120,761,checking,2024-09-28,closed,2025-10-19T14:24:10.403602+00:00
1121,762,credit,2024-07-30,closed,2025-10-19T14:24:10.403617+00:00
1122,763,checking,2025-08-12,open,2025-10-19T14:24:10.403632+00:00
1123,764,loan,2024-10-27,closed,2025-10-19T14:24:10.403648+00:00
1124,765,credit,2024-07-13,dormant,2025-10-19T14:24:10.403663+00:00
1125,766,loan,2025-01-14,dormant,2025-10-19T14:24:10.403679+00:00
1126,766,loan,2025-03-06,closed,2025-10-19T14:24:10.403693+00:00
1127,766,credit,2023-12-20,dormant,2025-10-19T14:24:10.403708+00:00
1128,767,savings,2023-11-04,closed,2025-10-19T14:24:10.403723+00:00
1129,768,savings,2024-05-09,open,2025-10-19T14:24:10.403740+00:00
1130,768,checking,2025-03-31,dormant,2025-10-19T14:24:10.403755+00:00
1131,769,loan,2025-04-16,dormant,2025-10-19T14:24:10.403772+00:00
1132,769,loan,2025-03-21,open,2025-10-19T14:24:10.403787+00:00
1133,770,credit,2023-11-20,dormant,2025-10-19T14:24:10.403802+00:00
1134,771,savings,2024-06-05,closed,2025-10-19T14:24:10.403818+00:00
1135,772,loan,2024-06-13,open,2025-10-19T14:24:10.403833+00:00
1136,773,savings,2025-09-12,dormant,2025-10-19T14:24:10.403848+00:00
1137,774,loan,2024-07-09,open,2025-10-19T14:24:10.403863+00:00
1138,775,loan,2024-11-17,closed,2025-10-19T14:24:10.403879+00:00
1139,775,savings,2023-12-17,closed,2025-10-19T14:24:10.403893+00:00
1140,776,loan,2025-08-22,closed,2025-10-19T14:24:10.403909+00:00
1141,777,loan,2025-02-01,open,2025-10-19T14:24:10.403924+00:00
1142,778,credit,2024-04-15,open,2025-10-19T14:24:10.403940+00:00
1143,779,checking,2024-04-12,open,2025-10-19T14:24:10.403955+00:00
1144,780,checking,2025-04-07,open,2025-10-19T14:24:10.403970+00:00
1145,781,checking,2024-11-23,dormant,2025-10-19T14:24:10.403984+00:00
1146,782,checking,2025-03-28,dormant,2025-10-19T14:24:10.403999+00:00
1147,783,savings,2024-09-10,dormant,2025-10-19T14:24:10.404015+00:00
1148,784,savings,2024-02-27,open,2025-10-19T14:24:10.404030+00:00
1149,784,credit,2024-07-31,closed,2025-10-19T14:24:10.404045+00:00
1150,784,credit,2025-09-18,dormant,2025-10-19T14:24:10.404059+00:00
1151,785,savings,2024-07-12,dormant,2025-10-19T14:24:10.404075+00:00
1152,786,checking,2024-04-27,open,2025-10-19T14:24:10.404090+00:00
1153,786,credit,2023-12-11,open,2025-10-19T14:24:10.404105+00:00
1154,787,loan,2024-02-29,closed,2025-10-19T14:24:10.404121+00:00
1155,788,credit,2024-06-30,closed,2025-10-19T14:24:10.404136+00:00
1156,788,checking,2024-05-16,open,2025-10-19T14:24:10.404151+00:00
1157,789,credit,2023-11-07,dormant,2025-10-19T14:24:10.404166+00:00
1158,790,credit,2024-12-15,closed,2025-10-19T14:24:10.404182+00:00
1159,791,loan,2024-10-22,open,2025-10-19T14:24:10.404197+00:00
1160,792,savings,2025-07-02,open,2025-10-19T14:24:10.404212+00:00
1161,793,loan,2024-02-20,dormant,2025-10-19T14:24:10.404232+00:00
1162,794,savings,2024-08-06,dormant,2025-10-19T14:24:10.404248+00:00
1163,795,loan,2024-06-15,open,2025-10-19T14:24:10.404264+00:00
1164,796,savings,2025-01-29,closed,2025-10-19T14:24:10.404279+00:00
1165,796,checking,2023-11-12,open,2025-10-19T14:24:10.404294+00:00
1166,797,checking,2024-02-01,open,2025-10-19T14:24:10.404309+00:00
1167,798,loan,2025-01-23,closed,2025-10-19T14:24:10.404324+00:00
1168,798,checking,2024-09-24,closed,2025-10-19T14:24:10.404339+00:00
1169,799,credit,2023-12-25,open,2025-10-19T14:24:10.404354+00:00
1170,799,credit,2025-01-31,open,2025-10-19T14:24:10.404369+00:00
1171,800,checking,2024-02-04,closed,2025-10-19T14:24:10.404385+00:00
1172,801,checking,2024-08-12,open,2025-10-19T14:24:10.404400+00:00
1173,802,loan,2025-06-10,dormant,2025-10-19T14:24:10.404416+00:00
1174,802,loan,2024-05-12,closed,2025-10-19T14:24:10.404431+00:00
1175,802,credit,2023-11-20,dormant,2025-10-19T14:24:10.404446+00:00
1176,803,checking,2025-07-28,closed,2025-10-19T14:24:10.404461+00:00
1177,803,checking,2024-05-19,open,2025-10-19T14:24:10.404475+00:00
1178,803,checking,2024-05-30,open,2025-10-19T14:24:10.404489+00:00
1179,803,loan,2024-11-13,closed,2025-10-19T14:24:10.404504+00:00
1180,804,savings,2025-04-30,dormant,2025-10-19T14:24:10.404520+00:00
1181,805,loan,2025-02-11,open,2025-10-19T14:24:10.404535+00:00
1182,806,savings,2025-03-23,open,2025-10-19T14:24:10.404551+00:00
1183,807,savings,2024-11-09,dormant,2025-10-19T14:24:10.404565+00:00
1184,808,checking,2025-09-17,open,2025-10-19T14:24:10.404581+00:00
1185,808,loan,2024-10-04,dormant,2025-10-19T14:24:10.404745+00:00
1186,808,loan,2024-05-03,closed,2025-10-19T14:24:10.404761+00:00
1187,809,savings,2025-07-06,dormant,2025-10-19T14:24:10.404777+00:00
1188,810,loan,2025-04-27,open,2025-10-19T14:24:10.404792+00:00
1189,811,checking,2025-06-05,dormant,2025-10-19T14:24:10.404807+00:00
1190,812,credit,2023-12-30,dormant,2025-10-19T14:24:10.404825+00:00
1191,813,checking,2025-01-06,dormant,2025-10-19T14:24:10.404841+00:00
1192,813,credit,2025-06-05,open,2025-10-19T14:24:10.404855+00:00
1193,813,loan,2024-05-23,open,2025-10-19T14:24:10.404870+00:00
1194,813,loan,2025-03-05,closed,2025-10-19T14:24:10.404884+00:00
1195,814,savings,2024-07-17,open,2025-10-19T14:24:10.404900+00:00
1196,815,loan,2024-12-02,open,2025-10-19T14:24:10.404916+00:00
1197,815,credit,2025-01-31,dormant,2025-10-19T14:24:10.404930+00:00
1198,815,checking,2025-04-28,dormant,2025-10-19T14:24:10.404945+00:00
1199,815,checking,2024-10-29,dormant,2025-10-19T14:24:10.404959+00:00
1200,815,savings,2025-08-03,open,2025-10-19T14:24:10.404975+00:00
1201,816,loan,2024-09-21,open,2025-10-19T14:24:10.404990+00:00
1202,816,loan,2024-02-11,open,2025-10-19T14:24:10.405005+00:00
1203,817,checking,2023-11-20,closed,2025-10-19T14:24:10.405021+00:00
1204,817,checking,2025-02-17,dormant,2025-10-19T14:24:10.405035+00:00
1205,818,credit,2025-09-20,dormant,2025-10-19T14:24:10.405051+00:00
1206,819,checking,2024-07-22,open,2025-10-19T14:24:10.405067+00:00
1207,819,checking,2023-12-28,dormant,2025-10-19T14:24:10.405081+00:00
1208,820,savings,2024-02-23,open,2025-10-19T14:24:10.405097+00:00
1209,821,loan,2023-12-16,closed,2025-10-19T14:24:10.405112+00:00
1210,822,savings,2024-04-03,open,2025-10-19T14:24:10.405128+00:00
1211,822,checking,2024-06-12,open,2025-10-19T14:24:10.405142+00:00
1212,823,savings,2023-12-24,open,2025-10-19T14:24:10.405157+00:00
1213,824,loan,2025-03-16,open,2025-10-19T14:24:10.405172+00:00
1214,824,loan,2025-03-22,open,2025-10-19T14:24:10.405187+00:00
1215,825,loan,2025-07-13,dormant,2025-10-19T14:24:10.405203+00:00
1216,826,credit,2024-12-12,closed,2025-10-19T14:24:10.405219+00:00
1217,826,loan,2024-07-06,dormant,2025-10-19T14:24:10.405234+00:00
1218,827,checking,2024-09-20,open,2025-10-19T14:24:10.405249+00:00
1219,828,checking,2024-12-16,open,2025-10-19T14:24:10.405264+00:00
1220,829,checking,2024-10-12,closed,2025-10-19T14:24:10.405280+00:00
1221,829,checking,2024-08-02,closed,2025-10-19T14:24:10.405295+00:00
1222,829,loan,2024-12-27,open,2025-10-19T14:24:10.405309+00:00
1223,830,checking,2024-12-05,open,2025-10-19T14:24:10.405324+00:00
1224,830,checking,2025-09-18,dormant,2025-10-19T14:24:10.405344+00:00
1225,831,credit,2025-03-31,open,2025-10-19T14:24:10.405360+00:00
1226,832,credit,2025-06-10,closed,2025-10-19T14:24:10.405375+00:00
1227,833,credit,2025-07-28,closed,2025-10-19T14:24:10.405391+00:00
1228,834,savings,2025-09-07,open,2025-10-19T14:24:10.405407+00:00
1229,834,checking,2024-03-05,closed,2025-10-19T14:24:10.405422+00:00
1230,835,loan,2025-06-09,dormant,2025-10-19T14:24:10.405438+00:00
1231,836,savings,2024-12-16,open,2025-10-19T14:24:10.405453+00:00
1232,837,checking,2024-09-14,closed,2025-10-19T14:24:10.405468+00:00
1233,837,savings,2024-10-02,open,2025-10-19T14:24:10.405483+00:00
1234,838,credit,2023-12-31,open,2025-10-19T14:24:10.405499+00:00
1235,839,savings,2025-06-15,dormant,2025-10-19T14:24:10.405514+00:00
1236,840,loan,2024-09-12,closed,2025-10-19T14:24:10.405530+00:00
1237,841,checking,2025-01-31,open,2025-10-19T14:24:10.405545+00:00
1238,841,savings,2025-01-13,dormant,2025-10-19T14:24:10.405559+00:00
1239,842,savings,2025-03-12,closed,2025-10-19T14:24:10.405574+00:00
1240,843,savings,2024-02-22,closed,2025-10-19T14:24:10.405589+00:00
1241,843,loan,2023-11-22,dormant,2025-10-19T14:24:10.405609+00:00
1242,844,loan,2025-05-30,dormant,2025-10-19T14:24:10.405627+00:00
1243,845,savings,2024-07-12,dormant,2025-10-19T14:24:10.405643+00:00
1244,846,loan,2023-11-29,dormant,2025-10-19T14:24:10.405659+00:00
1245,847,checking,2024-06-13,dormant,2025-10-19T14:24:10.405676+00:00
1246,848,credit,2024-05-02,closed,2025-10-19T14:24:10.405692+00:00
1247,848,savings,2025-04-21,closed,2025-10-19T14:24:10.405707+00:00
1248,849,checking,2024-02-12,closed,2025-10-19T14:24:10.405722+00:00
1249,849,savings,2024-07-27,open,2025-10-19T14:24:10.405737+00:00
1250,849,checking,2024-10-02,closed,2025-10-19T14:24:10.405750+00:00
1251,850,checking,2025-01-04,open,2025-10-19T14:24:10.405766+00:00
1252,851,loan,2024-02-13,open,2025-10-19T14:24:10.405781+00:00
1253,852,checking,2025-02-07,closed,2025-10-19T14:24:10.405798+00:00
1254,853,credit,2024-10-13,closed,2025-10-19T14:24:10.405816+00:00
1255,853,credit,2024-09-11,closed,2025-10-19T14:24:10.405830+00:00
1256,854,loan,2024-03-24,open,2025-10-19T14:24:10.405847+00:00
1257,855,loan,2025-04-10,open,2025-10-19T14:24:10.405866+00:00
1258,856,loan,2024-10-14,closed,2025-10-19T14:24:10.405884+00:00
1259,856,credit,2025-01-07,closed,2025-10-19T14:24:10.405900+00:00
1260,856,credit,2023-12-28,closed,2025-10-19T14:24:10.405916+00:00
1261,856,loan,2024-05-01,closed,2025-10-19T14:24:10.405932+00:00
1262,857,checking,2025-05-11,open,2025-10-19T14:24:10.405948+00:00
1263,857,savings,2024-09-24,open,2025-10-19T14:24:10.405962+00:00
1264,857,savings,2024-10-28,closed,2025-10-19T14:24:10.405978+00:00
1265,858,checking,2025-09-21,dormant,2025-10-19T14:24:10.405995+00:00
1266,859,checking,2024-05-09,closed,2025-10-19T14:24:10.406014+00:00
1267,859,checking,2023-12-24,closed,2025-10-19T14:24:10.406030+00:00
1268,859,credit,2024-09-07,closed,2025-10-19T14:24:10.406047+00:00
1269,860,checking,2023-10-19,closed,2025-10-19T14:24:10.406074+00:00
1270,861,credit,2024-08-05,open,2025-10-19T14:24:10.406094+00:00
1271,862,loan,2025-02-25,open,2025-10-19T14:24:10.406110+00:00
1272,863,loan,2023-12-24,open,2025-10-19T14:24:10.406126+00:00
1273,864,checking,2023-10-22,open,2025-10-19T14:24:10.406143+00:00
1274,865,savings,2025-05-02,closed,2025-10-19T14:24:10.406161+00:00
1275,866,loan,2025-05-08,dormant,2025-10-19T14:24:10.406178+00:00
1276,866,loan,2024-07-08,closed,2025-10-19T14:24:10.406194+00:00
1277,866,savings,2023-12-08,dormant,2025-10-19T14:24:10.406210+00:00
1278,866,savings,2024-05-19,dormant,2025-10-19T14:24:10.406227+00:00
1279,867,savings,2024-09-04,dormant,2025-10-19T14:24:10.406246+00:00
1280,867,checking,2025-06-15,closed,2025-10-19T14:24:10.406263+00:00
1281,868,credit,2023-12-04,closed,2025-10-19T14:24:10.406280+00:00
1282,868,savings,2025-03-17,dormant,2025-10-19T14:24:10.406297+00:00
1283,868,savings,2025-03-13,closed,2025-10-19T14:24:10.406313+00:00
1284,869,checking,2023-10-24,open,2025-10-19T14:24:10.406330+00:00
1285,870,savings,2025-04-12,open,2025-10-19T14:24:10.406345+00:00
1286,871,loan,2025-06-02,closed,2025-10-19T14:24:10.406361+00:00
1287,872,credit,2024-06-28,open,2025-10-19T14:24:10.406379+00:00
1288,873,savings,2024-09-09,open,2025-10-19T14:24:10.406397+00:00
1289,874,credit,2023-11-01,closed,2025-10-19T14:24:10.406413+00:00
1290,874,credit,2024-07-15,open,2025-10-19T14:24:10.406430+00:00
1291,875,credit,2024-03-24,open,2025-10-19T14:24:10.406448+00:00
1292,875,savings,2024-02-11,closed,2025-10-19T14:24:10.406464+00:00
1293,876,savings,2024-02-11,closed,2025-10-19T14:24:10.406482+00:00
1294,876,savings,2024-01-30,closed,2025-10-19T14:24:10.406497+00:00
1295,876,credit,2024-03-24,dormant,2025-10-19T14:24:10.406513+00:00
1296,876,loan,2024-11-25,dormant,2025-10-19T14:24:10.406529+00:00
1297,877,loan,2024-06-18,closed,2025-10-19T14:24:10.406546+00:00
1298,878,savings,2025-10-14,dormant,2025-10-19T14:24:10.406563+00:00
1299,879,loan,2025-04-05,closed,2025-10-19T14:24:10.406580+00:00
1300,880,checking,2025-03-02,dormant,2025-10-19T14:24:10.406599+00:00
1301,881,savings,2024-02-06,dormant,2025-10-19T14:24:10.406617+00:00
1302,882,credit,2024-06-12,open,2025-10-19T14:24:10.406633+00:00
1303,882,credit,2024-08-12,closed,2025-10-19T14:24:10.406684+00:00
1304,883,savings,2024-12-23,open,2025-10-19T14:24:10.406734+00:00
1305,884,loan,2024-09-27,open,2025-10-19T14:24:10.406765+00:00
1306,884,savings,2025-09-10,dormant,2025-10-19T14:24:10.406783+00:00
1307,885,checking,2025-09-15,dormant,2025-10-19T14:24:10.406803+00:00
1308,885,loan,2024-05-08,closed,2025-10-19T14:24:10.406819+00:00
1309,886,loan,2025-10-11,closed,2025-10-19T14:24:10.406836+00:00
1310,886,checking,2024-03-23,dormant,2025-10-19T14:24:10.406851+00:00
1311,887,checking,2024-03-17,dormant,2025-10-19T14:24:10.406868+00:00
1312,887,credit,2025-09-02,closed,2025-10-19T14:24:10.406883+00:00
1313,888,loan,2024-10-30,closed,2025-10-19T14:24:10.406901+00:00
1314,889,savings,2024-11-04,closed,2025-10-19T14:24:10.406918+00:00
1315,889,savings,2025-01-01,open,2025-10-19T14:24:10.406934+00:00
1316,889,checking,2024-01-28,dormant,2025-10-19T14:24:10.407034+00:00
1317,890,loan,2024-10-15,closed,2025-10-19T14:24:10.407058+00:00
1318,890,savings,2025-07-22,dormant,2025-10-19T14:24:10.407076+00:00
1319,891,checking,2023-10-29,closed,2025-10-19T14:24:10.407094+00:00
1320,892,credit,2025-01-27,open,2025-10-19T14:24:10.407110+00:00
